text,date,user,location,keyword
RT @RatedEpicz: @Valkyrae Can this thing cure corona virus or help me meet the queen or improve your roleplay?,2021-05-14 17:54:40,HarryMedlar,,corona virus
"As a guy, you need to chop 30 different girls a year to help you immune system fight against Corona Virus 🦠..It has been approve",2021-05-14 17:54:35,ghana_ghs,,corona virus
RT @PiyushTweets1: Almost an year washed cause of China Virus. Our Stress level is directly proportional to the the increasing cases of Cor…,2021-05-14 17:54:18,sanghibwoy,North Sentinel Islands,corona virus
"Pray for the people of India 

Thousands are dying daily from this deadly corona virus. May Allah Almighty remove t… https://t.co/HZAvBBxxwy",2021-05-14 17:54:07,StartOfJourney,,corona virus
"RT @priyankac19: We have had such ‘wise men’ as BJP CMs of Uttarakhand. 
The former CM is advocating the right to life for Corona virus, th…",2021-05-14 17:53:52,arora_dharmveer,,corona virus
"RT @Peacelife_BTS: Nepal is in serious need of help rn, we are small no of people in twitter. We can't trend anything, or reach to many in…",2021-05-14 17:53:04,jennysrth,Nepal,corona virus
"Look at your mirror modi, you are the invisible enemy and real Corona virus of India @PMOIndia @narendramodi",2021-05-14 17:52:58,prafulkujur36,,corona virus
@LibrulAzzole @benigma2017 @ericisaac @Bl8knstuff2 It is also the first time we've come anywhere close to producing… https://t.co/jxsMVpDnFy,2021-05-14 17:52:41,Rahnaseeta,The Beth Collective,corona virus
RT @GeorgiaLogCabin: Corona virus lockdowns made things worse https://t.co/G69PhK37CG,2021-05-14 17:52:33,MXDforever,"Los Angeles, CA",corona virus
The world could explore Corona Virus vaccine forever.,2021-05-14 17:52:14,adventuremotive,,corona virus
RT @mee_jathiratnam: My ammamma called Corona virus a “Donga munda virus” and I guess we all can agree to that.,2021-05-14 17:52:02,Coder24k,,corona virus
"@cnnbrk 9/11 kills 3,00 instantly and we get Involved  in a 20 year war killing hundreds of thousands more. Corona… https://t.co/YJLAzvwshy",2021-05-14 17:51:21,Cameron30300,Indianapolis IN,corona virus
"Rand Paul Continues Fauci Feud; “He Could Be Culpable For The Entire Pandemic”

Amazing how they back off Masking ,… https://t.co/7Ufd5bQGR4",2021-05-14 17:50:46,dw4u2u,,corona virus
"RT @Afroz42107086: Corona virus of human society in Israel.

#WeAreAlquds
#IndiaStandsWithPalestine",2021-05-14 17:50:32,RoohidPasha3,,corona virus
"CORONA IS THE VIRUS, 
ZIONISM IS THE PANDEMIC.
#GenocideinGaza 
#GazzaUnderAttack 
#PalestineUnderAttack",2021-05-14 17:50:23,mnts__b,"İzmir, Türkiye",corona virus
"Do you believe that the Novel Corona Virus is a man-made bioweapon and was accidentally leaked from Chinese lab in Wuhan?
#COVID19 
#BIOWAR",2021-05-14 17:50:11,Siddhaarrth,"Kerala, India",corona virus
"RT @RIAZtheboss: Our #Thalaivar #Superstar @rajinikanth Took The 2nd Dose Of The #COVIDSHIELD vaccine At @HospitalsApollo
Let us fight &amp; wi…",2021-05-14 17:50:02,devsoundarrajan,"coimbatore, trichy, india",corona virus
@NY_Comic_Con Can i wipe out corona virus in a single snap?,2021-05-14 17:50:00,meme_commercial,Nairobi ,corona virus
"RT @Tiwari2941: In the last 5 weeks, I lost 5  close relatives. due to this corona Virus 

Friends.
Life is unpredictable.please stay  safe…",2021-05-14 17:49:53,Harsh7tripathi,"Kanpur, India",corona virus
"RT @MNJYDV: Took my First Jab of COVID19 vaccine.

Fellow Indians, get yourself vaccinated asap to defeat this deadly corona virus and prot…",2021-05-14 17:49:28,Nespejo12,"Los Angeles, CA",corona virus
RT @DKishoreBabu11: @narendramodi Sir but the scientists' conclusion is that the vaccine has of no impact on the 2nd strain of Corona virus…,2021-05-14 17:49:04,amitdagar009,,corona virus
"@benshapiro 9/11 kills 3,00 instantly and we get Involved  in a 20 year war killing hundreds of thousands more. Cor… https://t.co/6I1JZLSfOQ",2021-05-14 17:49:04,Cameron30300,Indianapolis IN,corona virus
RT @NmaryMasika: Jael Chemutai #ACrippleHasWalked  in Mt. Elgon- Kenya. Were you waiting for the great Prophets Elijah promised in Malachi…,2021-05-14 17:48:58,Maureenabr189,,corona virus
@narendramodi is there any study conducted which proves indian vaccine works on new strain of corona virus ???  gov… https://t.co/yOvUXBLyju,2021-05-14 17:48:43,amitdagar009,,corona virus
"@FoxNews 9/11 kills 3,00 instantly and we get Involved  in a 20 year war killing hundreds of thousands more. Corona… https://t.co/5akh0HBiWX",2021-05-14 17:48:39,Cameron30300,Indianapolis IN,corona virus
@TAlanHorne Oh and corona virus causes the common cold too! Plus it will mutate which means it usally gets more inf… https://t.co/yW1guMgsrc,2021-05-14 17:48:27,OldSaltyGamer83,"California, USA",corona virus
"RT @DrTamilisaiGuv: Distributed Subsidized Masks  @Rs 1  &amp; Sanitizer @Rs 10 /- at Colaite Outlet in #Karaikal. 
Using Masks &amp; Sanitisers ar…",2021-05-14 17:48:14,BjpSundar,,corona virus
RT @ProKlausSchwab: Just imagine how decent and good the world could have been had we not allowed 0.01% of the worst of us to have taken 90…,2021-05-14 17:48:00,Ziggyst16634032,,corona virus
"@POTUS 9/11 kills 3,00 instantly and we get Involved  in a 20 year war killing hundreds of thousands more. Corona V… https://t.co/bItbiJLy0n",2021-05-14 17:47:55,Cameron30300,Indianapolis IN,corona virus
"@arifaajakia @BorisJohnson -
Variety of Chinese-Virus #Corona 🤷🏻‍♂️",2021-05-14 17:47:45,AroraRajdeep,GuruGram,corona virus
"Exactly!

If you are Fully-Vaccinated why in the Hell do you care if someone else had the Corona Virus Vaccine or n… https://t.co/oke6BN79XP",2021-05-14 17:47:41,CoachesHotSeat,Atlanta - Boulder - Lake Tahoe,corona virus
"#savestudentslife #cancel12thboardexams2021
#cancelboardexams2021
We are under a lot of stress due to the Corona vi… https://t.co/Qm3aHPJUcD",2021-05-14 17:46:55,AgnihotriSatvik,,corona virus
@drdineshbjp #cancelupboardexams2021 and save students sir🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏many students are infected with corona virus,2021-05-14 17:46:53,AmanGup04809614,,corona virus
PPP MPA PS15 @GhanwerIsran contacts DHO Qambar Shahdadkot after news of corona virus was broadcast on media in Raee… https://t.co/UuHiY98LtD,2021-05-14 17:46:33,TunioZahir,"سندھ, پاکستان",corona virus
"Please read and watch this news 
@dalitwomenfight
@dalitmahilaazad 
#Corona_virus 

https://t.co/jpkBxDJX1A",2021-05-14 17:46:07,devathiya,,corona virus
"RT @DahakePriyank: https://t.co/TgvizppW3L

Received from a friend.
Twitter junta do your magic..!!",2021-05-14 17:45:52,SkotMektominaj,,corona virus
"@OldSaltyGamer83 @TAlanHorne You're thinking of retro-viruses, not corona viruses.

Corona virus uses the host cell… https://t.co/GnwErPNP4x",2021-05-14 17:45:50,a_verygood_name,"close to Mexico, California",corona virus
What COVID-19 Has Taught Us About the Importance of Digital Transformation in Business: The Corona Virus (COVID-19)… https://t.co/NsU39MiE3C,2021-05-14 17:45:42,mandresve,Colombia,corona virus
@Jim_Jordan You are a member of Congress and you can't even say how many Americans have died from the Corona virus… https://t.co/ysvsZfiR0L,2021-05-14 17:45:13,moe_abdella,,corona virus
@washingtonpost now ask them to re-prioritize to campaign against corona virus and help with vaccination,2021-05-14 17:45:05,iAmYourMegan,United States,corona virus
RT @amitalokrm: Ultimate truths of Khangracy government who contributed spreading Corona Virus like hell and moreover even after meetings a…,2021-05-14 17:44:48,Rajendr39947069,,corona virus
"RT @MNaeem02421538: Worst virus than corona 
#GazzaUnderAttack #covid1948 https://t.co/lZzX6QvQ5Z",2021-05-14 17:44:43,Saman88547561,,corona virus
@thewire_in He will s comparing himself with Corona Virus.,2021-05-14 17:44:15,GunjanKumar10,"GuruGram, India",corona virus
"@willcain 9/11 kills 3,00 instantly and we get Involved  in a 20 year war killing hundreds of thousands more. Coron… https://t.co/kfrbINvmsN",2021-05-14 17:44:05,Cameron30300,Indianapolis IN,corona virus
RT @kripu_vijaywada: The most dangerous virus than the corona is the opposition of this country. @Gurdeep15087618 https://t.co/p45MnKnUov,2021-05-14 17:43:59,Omnamohvasudev,,corona virus
"@aadilbrar The CORRECT description would be... 

...a new B.1.617 variant of the WUHAN CORONA VIRUS released by the… https://t.co/DKYql4XE2q",2021-05-14 17:43:57,asinharoy,in between jabs,corona virus
"RT @ManojSaru: Hey Guys I have been tested positive for Covid 19, So  No Social , No Videos for 1 Week Please Pray for my speedy Recovery🙏…",2021-05-14 17:43:18,coco_5676,India,corona virus
"@drmonika_langeh No. No😢😢I am heart broken,don't know how many brave nd young spirits like her lost their lives  ba… https://t.co/rJQ69nx0mC",2021-05-14 17:43:13,Teja36570812,,corona virus
The most dangerous virus than the corona is the opposition of this country. @Gurdeep15087618 https://t.co/p45MnKnUov,2021-05-14 17:42:28,kripu_vijaywada,"Vijayawada, India",corona virus
"Corona virus of human society in Israel.

#WeAreAlquds
#IndiaStandsWithPalestine",2021-05-14 17:42:22,Saifudd19407937,,corona virus
@Gurdeep15087618 The most dangerous virus than the corona is the opposition of this country. @Gurdeep1508761 https://t.co/MCo8aSlYvv,2021-05-14 17:42:11,kripu_vijaywada,"Vijayawada, India",corona virus
"RT @TicketNew: Our #Thalaivar gets his vaccine 👍🏻This is reportedly his 2nd dose of #Covishield. Both shots done for #Superstar ✅

Let us f…",2021-05-14 17:42:01,KaalaArun,,corona virus
"008: I'm Anxious About Travelling Amidst COVID-19
⁠⠀
The Corona Virus Chronicles (Week 8) with Christopher James Mi… https://t.co/T6B9CbJJAl",2021-05-14 17:41:45,Rudderless_TRVL,Toronto,corona virus
"RT @VincentRK: Pan Corona Virus vaccine thread

What you missed from the WH briefing yesterday: Dr. Fauci's comments. @ASlavitt 

1/ We are…",2021-05-14 17:41:39,PramitWorld,"New Delhi, India",corona virus
"@1vanZho @Amitabh39182780 @HuXijin_GT oh shit,  are you mother of corona virus?",2021-05-14 17:41:39,dipesh192,India,corona virus
Jael Chemutai #ACrippleHasWalked  in Mt. Elgon- Kenya. Were you waiting for the great Prophets Elijah promised in M… https://t.co/2XsgunaTno,2021-05-14 17:40:56,NmaryMasika,Kakamega,corona virus
"RT @Pradeep_Mahaur: China CCP created a bioweapon called Corona Virus, they distributed it, they are responsible for so many deaths. 
Coron…",2021-05-14 17:40:42,trun191,"Houston, Tx",corona virus
"RT @YRDeshmukh: So according to the much celebrated global media outlets, the Corona variants are Brazil variant, South Africa variant, UK…",2021-05-14 17:40:18,mlohe,Nagpur,corona virus
Even Corona Virus has celebrated 1 year Anniversary but not me.😑😖,2021-05-14 17:39:55,itsspee_gee_zw,+263🇿🇼,corona virus
Corona virus has right to live in india but not Muslims.bjp logic #trivendrasinghrawat https://t.co/7PGPrysQaR,2021-05-14 17:39:41,pLastHuman,,corona virus
@CNBC how come corona virus doesn't attack bad people like these cyber-attackers?,2021-05-14 17:39:39,iAmYourMegan,United States,corona virus
Internationally along with world health organization and multinational  pharmaceutical industries making pathetic a… https://t.co/cQ51DAeLN7,2021-05-14 17:38:25,prajabheri,,corona virus
"RT @asinharoy: @business CORRECTION... 

NEW: Rising cases of a new variant of the WUHAN CORONA VIRUS released by the Chinese Communist Par…",2021-05-14 17:37:59,AlwaysThink12,,corona virus
RT @kapsology: Multiply all these fake numbers by 10 and even then it will fall short of the real devastation of M-Mutant Corona virus in I…,2021-05-14 17:37:22,Pagal36037232,,corona virus
"RT @Dhritiraj20: Scientists have found another new and more effective mutant of corona virus and named it ""Radhe""",2021-05-14 17:37:12,m2n037,Bangalore/Sipajhar,corona virus
listening on TV that more dangerous more transmissible variants of Corona virus have been detected in UK and India… https://t.co/MI6dn985Z6,2021-05-14 17:37:11,MissionOfQuran,Karachi,corona virus
"@EssexPR @JuliaHB1 The vaccinated who catch the corona virus, obviously.",2021-05-14 17:36:14,TomKhaGuy,"England, United Kingdom",corona virus
Corona Virus Rapid Test One Step Blood/Serum/Plasma Test Covid 19 Privacy For Human https://t.co/H818KZjHQw,2021-05-14 17:35:55,alaa_express,united,corona virus
@AVATARA08097634 @narcissus025 @chetdb @ESPNcricinfo Go and concern about corona virus I think if this situation co… https://t.co/bvAQaVQqTZ,2021-05-14 17:35:31,mur62813315,"Lahore, Pakistan",corona virus
"RT @aisa_aud: BJP's vision upon the value of life, expands to include the 'Right to Live' for the Corona virus. 
Shame that @BJP4India fail…",2021-05-14 17:34:54,SuryaPr98652743,"New Delhi, India",corona virus
RT @SahlHealth: Scientific breakthroughs in the field of the novel Corona virus ultimately give us hope for a new day that #Covid_19 will n…,2021-05-14 17:34:46,KellyKinuthia,nairobi kenya,corona virus
@WHO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @WHOWPRO @ARanganathan72 @PMOIndia  hi WHO can you rename cor… https://t.co/HnJIeoChW9,2021-05-14 17:34:27,adi4u2009,Patna,corona virus
"RT @FullColorGuilt: @oldebookworm @commieleejones @MalcolmNance he's the NIAID Director and the NIAID helped fund the lab, he's also credit…",2021-05-14 17:34:16,justletmebeme1,,corona virus
"@psdo51 @naomirwolf every human, every living organism, has traces of corona virus, picked up by PCR tests",2021-05-14 17:34:01,beaky777,,corona virus
Massive corona cases in warangal.. thanks to @MC_GWMC @ECISVEEP.. people of warangal are so thankful for being so k… https://t.co/poa7yiNOMU,2021-05-14 17:34:01,dhileep18,Karimnagar,corona virus
"Corona Virus has changed all our lives at school, home, and work. Here is some parenting advice for helping your ch… https://t.co/mX8mVaY4r8",2021-05-14 17:33:59,CAPKHeadStart,"Bakersfield, CA",corona virus
@wastetime @BridgetPhetasy @SandraForrest @JillFilipovic Ask that exact question about every other goddamned situat… https://t.co/zKJfxqy4VV,2021-05-14 17:33:34,ScrutonsHair,United States,corona virus
"RT @BharatVasi29: Modi Wasted A Hundred Crores For The Namaste Trump To Spread Corona Virus.

Karnataka Congress Willing To Give A 100 Cror…",2021-05-14 17:33:24,lahiri_i,Not sure,corona virus
"RT @monju_bts: Former Uttarakhand CM on Thursday said that "" corona virus is a living organism which has a right to live ”

Never thought t…",2021-05-14 17:33:16,snjoonie,धरती,corona virus
"RT @JAMMULINKS: SRINAGAR: The Deputy Commissioner (DC) Srinagar, Mohammed Aijaz Asad Tuesday said that district administration is working o…",2021-05-14 17:33:08,rushrk1,"Amritsar, Kashmir, Lahore",corona virus
@a_verygood_name @TAlanHorne A virus is nothing more than mRNA surround by a lipid layer and a means of transportin… https://t.co/NlkqBvQdNY,2021-05-14 17:32:55,OldSaltyGamer83,"California, USA",corona virus
"@business CORRECTION... 

NEW: Rising cases of a new variant of the WUHAN CORONA VIRUS released by the Chinese Communist Party...........",2021-05-14 17:31:37,asinharoy,in between jabs,corona virus
@GuffyNicola Is that a corona virus man?!,2021-05-14 17:31:02,ApplePip1,Middle Earth,corona virus
@thetomzone @Chinchillazllla Here I was hoping the article was about the government poorly handling the corona viru… https://t.co/OtZZoknwhD,2021-05-14 17:30:26,queensandal,"Centennial, CO",corona virus
aw its 5 steps forwards 3000 steps back with this fuckin corona virus,2021-05-14 17:29:44,caramacgregor_,"Motherwell, Scotland",corona virus
RT @ElonMast_: Corona Virus goes brrrrrr https://t.co/GHrq81jIYb,2021-05-14 17:29:18,grpatra,TwitterRestrictions@jack.com,corona virus
"@business CORRECTION... 

NEW: Rising cases of a new variant of the WUHAN CORONA VIRUS released by the Chinese Comm… https://t.co/SlmahWsQdQ",2021-05-14 17:29:09,asinharoy,in between jabs,corona virus
@china @UN @WHO ITS NOT A CORONA VIRUS. ITS CHINESE VIRUS. THIS VIRUS KILLED 5 MILLION INNOCENT PEOPLE FROM ALL OVE… https://t.co/4UgYy6ueM9,2021-05-14 17:29:06,vijayShankarINS,"Bengaluru, India",corona virus
Ultimate truths of Khangracy government who contributed spreading Corona Virus like hell and moreover even after me… https://t.co/ZJkL1ePzuT,2021-05-14 17:28:49,amitalokrm,भारत,corona virus
@ladydvl In the media they say the virus came to Germany through Indian students. But at least you are vaccinated a… https://t.co/RGcCBNE6p4,2021-05-14 17:28:34,eMTA_G2_CBF1000,Germany / Free State of Saxony,corona virus
"India corona virus  update :Today cases at 3,26,431 newly added  vs 3,43,654 Previous",2021-05-14 17:27:52,vchrao50,,corona virus
Davido how hurt were u when the #agttour didn't happen due to Corona virus #DavidoAt10,2021-05-14 17:27:29,abdool_zz,"Kano, Nigeria",corona virus
"RT @SanthoshaGubbi: Seema is raising fund for treatment of her Father, Suffering From Corona Virus. Please help her. Your donation has the…",2021-05-14 17:27:22,YogeshGs15,"Dausa, India",corona virus
@justgeorgeous2 Never for corona virus. Barely effective for flu. They THINK the one for the cervical cancer might… https://t.co/VjPiITopPy,2021-05-14 17:26:41,iceblueline,your imagination,corona virus
RT @jansxns: is it fucked up if i don’t want to go with this girl and say i have the corona virus???,2021-05-14 17:25:31,YoungKingKane,"Yonkers, NY",corona virus
@smolwitchers @AceLynth @handytug @jeneps I sincerely hope that you are lucky enough to survive the pandemic. Vitam… https://t.co/EErhvog9Xe,2021-05-14 17:25:22,mostlyreplies,United States,corona virus
@JohnCleese @JohnCleese it was not a pandemic. 30 mill died of spanish flu ( which is still here today)...THAT was… https://t.co/TxbOGVjabn,2021-05-14 17:25:15,hopeeaston,Los Angeles,corona virus
Del Bigtree interviewed Dr. PhD Richard M. Fleming about how Fauci perjured himself when he lied about the corona v… https://t.co/p9axKheFxH,2021-05-14 17:25:15,vincesannuto,"Toronto, Canada",corona virus
My ammamma called Corona virus a “Donga munda virus” and I guess we all can agree to that.,2021-05-14 17:25:03,mee_jathiratnam,"Hyderabad, India",corona virus
@LaviRana01 @coolfunnytshirt Even Corona virus aka wuhan virus #武汉病毒 don't have space to enter,2021-05-14 17:24:34,surerocks,武汉,corona virus
"#IStandWithIYC

RSS BJP is more dangerous and destructive than the corona virus.",2021-05-14 17:24:33,Rakeshk54452475,,corona virus
RT @fuckthedrama: india gave corona virus human rights before palestinians...the bar is in hell,2021-05-14 17:24:10,MM_242S,,corona virus
"RT @archimags: Yeh #MannKiBaat Ka #Kashmir version hai kya? 🤔👇🏼

Ek taraf admin is beating up these 'selfless Corona warriors', doosri tara…",2021-05-14 17:24:04,excelsior268,,corona virus
"@yd_tweets @Chellaney Since centuries CHINA boasts of the ""Great Wall of China"".

But now

It's high time for us to… https://t.co/v8pk2o4yIL",2021-05-14 17:23:53,Direct_Dil_se_,"Pune, India",corona virus
@MilkTea_Ind @UN @ASEAN @MilkTeaMM_MTAM @mta_PH @MilkTeaAlliance @Milktea_Myanmar @cvdom2021 @SAdamsR2P @TostevinM… https://t.co/uvkHu8wqlE,2021-05-14 17:23:31,Direct_Dil_se_,"Pune, India",corona virus
"@Itis_Saravana @Garima80970045 @Dontpushyourluk @ANI Yes Corona also came just to test Modi caliber.

These are bra… https://t.co/Vba1UDfbC2",2021-05-14 17:23:14,ashutosh_ceo,,corona virus
"What do homosexuality and the corona virus have in common?

They're both not real.",2021-05-14 17:23:08,LeWhiteMale,,corona virus
"@danielkotzin @MaizyDaizyZzzz 3 children died in Timbuktu of corona virus.  You obviously hate children.  Oh, and n… https://t.co/dzQTGZpN4I",2021-05-14 17:22:55,15daysflatcurve,Airstrip One,corona virus
@globaltimesnews Happy to see that. Chinese corona country who made this virus. This corona country deserve natural disasters. Losers.,2021-05-14 17:22:34,aryan62180493,,corona virus
"@Akarsh131091 @chimkinnuggiies @AskAnshul @IDF U thought u did sumn by mentioning  virus but ... corona ... Anyway,… https://t.co/g5c5Mcfwxq",2021-05-14 17:21:49,happynownotyet,,corona virus
@Shresthsingh_ jannat✨enjoying corona virus,2021-05-14 17:21:27,tanishq_chris,भारत,corona virus
RT @RituRathaur: Dr Fauci had given grants to Wuhan Institute of Virology for working on corona virus..,2021-05-14 17:21:13,echandan7,,corona virus
When I get to my other job ima break down this Corona virus stuff,2021-05-14 17:21:02,RealHellTreal,,corona virus
"RT @MahendraPunesha: After listening Bjp minister Trivendra Singh Rawat's statement
Corona virus be like__
#TrivendraSinghRawat https://t.c…",2021-05-14 17:20:38,_poojaLive,,corona virus
"Just heard an illiterate person saying, ""Corona virus is a living organism, let it live"" on national TV. Man, hones… https://t.co/o1fRGtpVbQ",2021-05-14 17:20:17,iNickAss,,corona virus
"FARMER NEED YOUR HELP  Manglesh Patel and his family is struggling with the corona virus. Currently, admitted at Gi… https://t.co/CUpzpIxBFb",2021-05-14 17:20:14,RishiOswal2020,खण्डवा मध्यप्रदेश,corona virus
@POTUS Sir please take drink red bull it's killed corona virus pls trust him,2021-05-14 17:20:12,Saravan00563530,,corona virus
"Vaccines, social distancing, masking, Corona curfew and so on....until we change our behaviour and follow the simpl… https://t.co/TZ6Gid1NaV",2021-05-14 17:20:09,SoodAshwani1,,corona virus
"RT @NayaZPa92972828: Corona virus of human society in Israel.

#WeAreAlquds
#IndiaStandsWithPalestine https://t.co/d4b4YTDyYR",2021-05-14 17:19:54,raziqrazzu,,corona virus
Fight Agents Corona Virus https://t.co/wdg18gHQdL,2021-05-14 17:19:43,YashCha97539029,,corona virus
"Yeh #MannKiBaat Ka #Kashmir version hai kya? 🤔👇🏼

Ek taraf admin is beating up these 'selfless Corona warriors', do… https://t.co/bBa93XZomT",2021-05-14 17:19:25,archimags,,corona virus
"Meenu Sharma.
Patient- her Mother
 Hospital- Artemis health institute (Gurgaon).
 Disease -corona virus… https://t.co/YpHQDTYhPw",2021-05-14 17:18:45,jatinvyasjv,"udaipur,rajasthan,india",corona virus
