text,date,user,location,keyword
"The infection of novel corona virus, which had not reached the village population in its first wave of novel corona… https://t.co/1pg5oFzd1W",2021-05-11 16:45:11,LiveLawIndia,India,corona virus
RT @Ra_Bies: Difficult to tell what’s causing more damage - Corona virus or WA forward therapies to fight corona,2021-05-11 16:45:08,sthanubhardwaj,,corona virus
"RT @enforcerteen777: This yellow virus is more dangerous than corona virus ...
#TDPCovIDIOT_Politics",2021-05-11 16:44:52,GinjalaManideep,,corona virus
"RT @Maheswarilatha1: Which is more dangerous

Like .... Corona virus
Retweet .... Yellow virus (TDP) 

#TDPCovIDIOT_Politics

#TDPCovIDIOT_…",2021-05-11 16:44:46,GinjalaManideep,,corona virus
"@atrupar So let me get this straight: @RandPaul thinks that Corona Virus was created in a lab, THEN WHY THE FUCK DI… https://t.co/7pw71O10SC",2021-05-11 16:44:44,cdraff,"Albuquerque, NM",corona virus
RT @itisprashanth: May 14 - 24 - Tiruppur Exporters Association has voluntarily come forward to close all the garment factories to contain…,2021-05-11 16:44:34,SankarPraba92,"Chennai, Tamil Nadu",corona virus
"RT @asiframeez: Blessed to be  in #Makkah on 29th of #Ramadhan
Dediacating it  to my nation #India that needs our prayers in the prevailing…",2021-05-11 16:44:26,niluashok8,Delhi/ NCR ,corona virus
RT @MohsinJ44126123: @Rana_M_Nouman Negative people just like corona virus.. plz make a vaccine against them.. but most people are positive…,2021-05-11 16:44:25,FahadAz93500906,"Dera Ismail Khan, Pakistan",corona virus
@wheezylouse @jilicious @WorldofNC As covid19 is a corona virus it will be around a long time as well.  There is treatment for covid19.,2021-05-11 16:44:06,Eddiedragon2,,corona virus
RT @amitmalviya: Covid fatality ratio at 2.38% is highest in Punjab. Maharashtra has maximum number of absolute deaths. Delhi’s fatality ra…,2021-05-11 16:43:55,painhealers,New Delhi,corona virus
RT @Isha14379629: @shivdas121 @Balsanskarsewa @umeshsaini783 @DiwediSharda @RaghavP73122035 @Bapumerepyare @AshramGzb @ravi_prasad1 @Rajend…,2021-05-11 16:43:39,mansi_kalgutkar,,corona virus
Please and please CORONA VIRUS pack your clothes and wahala and go we don't want trouble again please goooooooo🙏🙏🙏🙏… https://t.co/hXsPK7wlFO,2021-05-11 16:43:29,MunirIbrahim__,"ℨ𝔞𝔯𝔦𝔞, 𝔑𝔦𝔤𝔢𝔯𝔦𝔞",corona virus
SSrians bots are worst than corona virus. https://t.co/LW4aRosSh2,2021-05-11 16:43:26,Santosh73576822,,corona virus
"RT @ACPAshishKumar: Corona Virus CAN NOT move, People CAN Move, if we STOP moving, virus also STOP Spreading. 

It's simple to break the ch…",2021-05-11 16:43:20,OmPrakashGoya17,"Delhi, India",corona virus
RT @hindupost: UP does house-to-house screening in all 1 lakh villages to combat Covid 2nd wave https://t.co/UZDLNzP7ev,2021-05-11 16:43:12,rajivnayan7,भारत माता की जय,corona virus
"RT @DrlathaC: Sir @ArvindKejriwal 

Take a nm strand of mRNA of corona virus, pass it through UV rays and formalin, doubly inactivate it an…",2021-05-11 16:43:06,gbhupesh,India,corona virus
"RT @jasmine_jass15: To prevent the spread of Corona virus, the volunteers of @derasachasauda distributed Corona Prevention Kit which includ…",2021-05-11 16:42:44,Alice70234198,"Uttar Pradesh, India",corona virus
RT @RVirajaji: @MeghUpdates Does he know how many companies have BSL-3 labs of safety in India? Corona virus is not a basket of puppies 🤢,2021-05-11 16:42:42,IamPillai,,corona virus
"RT @v_sharman: Which is more dangerous

Like .... Corona virus
Retweet .... Yellow virus (TDP) 

#TDPCovIDIOT_Politics",2021-05-11 16:42:39,GinjalaManideep,,corona virus
"Less than two thousand new cases of Kovid-19 came in Mumbai for the second consecutive day, know the state of entir… https://t.co/BhxeXuScuw",2021-05-11 16:42:37,TIMES18News,India,corona virus
"RT @Bhaskar87502816: @LLNReddy Yellow virus more dangerous than Corona.
#TDPCovIDIOT_Politics",2021-05-11 16:42:36,GinjalaManideep,,corona virus
"RT @FeverFMOfficial: Ankit Makkad, plasma donor shares his experience of donating his plasma to help a patient recover from COVID-19. We sa…",2021-05-11 16:42:32,SharatB,,corona virus
"RT @YSJ2024: Yellow Media Virus Is More Dangerous Than Corona Virus. 

#TDPCovIDIOT_Politics",2021-05-11 16:42:22,GinjalaManideep,,corona virus
"As corona virus infection continues to increase day by day, the only way to prevent it is a complete 14-day lockdow… https://t.co/XWzsTc232o",2021-05-11 16:42:16,subratabarikknd,,corona virus
@kokavaishnav @Reuters and where did this ummah stuff come from? weirdo you need a vaccine for brain not for corona… https://t.co/TTAOR8KvCI,2021-05-11 16:42:15,Godfath65592673,,corona virus
"RT @karineKNN: The cycles in PCR test is like a magnifier...more ''closer'' you get and less clearlyyou see! After 28 cycles, the PCR test…",2021-05-11 16:42:05,canoetipper_k,"Ontario, CA",corona virus
@MarkMasai They already did...Kuna another 🐄 @k24 with a big base like....he is just flat with facts...a magician t… https://t.co/J3x5PblP3A,2021-05-11 16:41:56,SabwaSetrick,"Mombasa, Kenya",corona virus
RT @HappeningNow__: #India Daily btw 50-100 corpses of #Corona Virus victims in Ganges river. People too poor to burn them -or wood empty h…,2021-05-11 16:41:55,JaneAlcorn,Kapunda,corona virus
"RT @Manpree73255461: Due to corona pandemic, it has become hard to survive. Mostly people think to save their own families but Corona Warri…",2021-05-11 16:41:48,Alice70234198,"Uttar Pradesh, India",corona virus
"@htTweets @narendramodi After our foreign affairs minister carried basket full corona virus , probably g7 has asked him not to go",2021-05-11 16:41:34,Saikat62188811,,corona virus
#India Daily btw 50-100 corpses of #Corona Virus victims in Ganges river. People too poor to burn them -or wood emp… https://t.co/CEeWbik8Yy,2021-05-11 16:40:54,HappeningNow__,worldwide,corona virus
Arfa's father passed away due to old age. Arfa couldn't say bye to him because she's down with corona virus.,2021-05-11 16:40:49,KyhanChase,,corona virus
@_IrufcI_ @SkyNews Do you understand what the term novel corona virus means?,2021-05-11 16:40:45,bohemiantoo,⚽️ ❤💛💚 reggae music 🔥,corona virus
"Support to him 
Athish S K wants to raise funds for his Father Is Suffering From Corona VirusAnd it is getting wors… https://t.co/8teagYrywG",2021-05-11 16:40:43,Naveen2kk1,"Tamil Nadu, India",corona virus
RT @schlagenhei: this yungblud cover was a corona virus mutation https://t.co/9JBJ7wmVRv,2021-05-11 16:40:27,lew_dogg,"Halifax, England",corona virus
"@Actor_Siddharth @Tejasvi_Surya Yes he is far more dangerous than corona virus , not sure how he is being brought s… https://t.co/Yee2JRVcLg",2021-05-11 16:40:26,naddy61447241,,corona virus
"@ASES_Solar What is happening to China?  Pollution, corona virus, problems with your neighbors, ..",2021-05-11 16:40:16,Fredealzz,Ciudad de México ,corona virus
"RT @Mrs_suri_: WHO declareds Corona virus mutation in India ""Variant of concern""
Senior scientist Maria Van Kerkhove pointed that possibili…",2021-05-11 16:40:03,Mohd__Fareed,"Hyderabad, India",corona virus
"RT @MathabaJorge: I'm a bit sad this morning, ndiyagowisha. But listen to @LoyisoGijana makes me a lil better. I swear he can cure the Coro…",2021-05-11 16:39:59,Gino_MSFC,Kwaggafontein B - Pretoria,corona virus
"RT @rahul_kunal: @ndtv In view of corona situation in India

No country can take risk of inviting Indian after mess up by Jaishankar

No on…",2021-05-11 16:39:54,AnsariFaizul,lucknoow,corona virus
"RT @Simran977624031: To prevent the spread of Corona virus, the volunteers of @derasachasauda distributed Corona Prevention Kit which inclu…",2021-05-11 16:39:40,Alice70234198,"Uttar Pradesh, India",corona virus
"RT @leyiruwoo: Good day guys i decided to sell my pc’s to help my father who is confined in the hospital because of 
-Sar
-he’s liver is no…",2021-05-11 16:39:35,empresschiii,,corona virus
RT @markito0171: #India Daily btw 50-100 corpses of #Corona Virus victims in Ganges river. People too poor to burn them -or wood empty http…,2021-05-11 16:39:33,Supermario289,"Cudahy, WI",corona virus
RT @navnaveen2: @HariTVT @BBCWorld @narendramodi Ask him to fight against corona virus not against media.,2021-05-11 16:39:19,KundanK94294566,Noida India,corona virus
RT @scented444: @KASHPatel__ Just last night Tucker Carlson exposed Fauci for being responsible for funding the gain of function of the cor…,2021-05-11 16:38:37,RuthAnnSteinme1,,corona virus
"RT @2014_ncs: Let's spread the Positivity in this hard times.
Let's share positive stories of victory over corona virus on Social Media  #P…",2021-05-11 16:38:31,Kabirahesadho,,corona virus
@wynathan @GameproHiljan @ProletariatRis1 @bayareas415 @h3ee3_he3eee @Actually_Tina You remember that doctor who sp… https://t.co/poshTU4yXt,2021-05-11 16:38:10,that_Cannoneer,"Texas, USA",corona virus
@SkyNews Corona virus  ? What's that  ? Never heard of it before  !,2021-05-11 16:38:01,NoelLakshman,at the feet of YESHUA HAMACHIY,corona virus
@varunkapurz This guy worse even worse than corona virus 😡🤬,2021-05-11 16:37:47,Revanas75204715,,corona virus
@Rana_M_Nouman Negative people just like corona virus.. plz make a vaccine against them.. but most people are posit… https://t.co/vRPGxVjOFP,2021-05-11 16:37:47,MohsinJ44126123,lodhran.punjab.pakistan,corona virus
"RT @Isha14379629: @ISupport_Bapuji Sant Shri Asharamji Bapu is absolutely innocent. Now, he has contracted grim Corona virus and is also su…",2021-05-11 16:37:36,PKMishr45240909,,corona virus
@MJBrahmbhatt @IDF Deal with Corona virus before talking a lot,2021-05-11 16:37:31,BaghaJr,"Mombasa, Kenya",corona virus
RT @madubuezi: @AdamParkhomenko And I still can’t believe Bob Woodward had the former guy on tape admitting to how toxic and deadly the Cor…,2021-05-11 16:37:24,mrosebrooks,,corona virus
RT @LkChahar: @IncomeTaxIndia @bsindia @nsitharamanoffc @Anurag_Office @FinMinIndia @PIB_India Look at how these media vultures are spreadi…,2021-05-11 16:37:11,painhealers,New Delhi,corona virus
#India Daily btw 50-100 corpses of #Corona Virus victims in Ganges river. People too poor to burn them -or wood emp… https://t.co/QxtPY4zcwS,2021-05-11 16:36:51,markito0171,xxx,corona virus
So I request all Honorable Authorities of countries and UN General Secretary Antonio Guterres do this Havan for to… https://t.co/IPp6l76wwj,2021-05-11 16:36:48,DrPRASH4,,corona virus
Corona Virus pandemic ruined some humans in the mind lol WAKE UP!!!!,2021-05-11 16:36:29,AlexColonRiver3,,corona virus
"Israel is a virus of its own making, so even the CORONA may be afraid to go there.",2021-05-11 16:36:05,majeed967,,corona virus
Jammu and Kashmir Government Media Bulletin on Corona virus on 11th May 2021 !! https://t.co/znXQxMttdM,2021-05-11 16:35:47,Kajalrajput2184,,corona virus
@RandPaul The gain of function research on Corona viruses originated at Chapel Hill and was transferred to Wuhan un… https://t.co/Xbo6sSE7mG,2021-05-11 16:35:40,LarrygHaynes2,"Mississippi, USA",corona virus
"Namaskar, Hearty Welcome
 to Vedic  Approach  for   Protection  against CORONA VIRUS Special Webinar
WEDNESDAY, 12… https://t.co/78Bj2RtWtI",2021-05-11 16:35:29,ICSIIndia,New Delhi,corona virus
"RT @YSJ2024: Which is more dangerous

Like .... Corona virus
Retweet ....NCB 420  (TDP) 

#TDPCovIDIOT_Politics",2021-05-11 16:35:13,GinjalaManideep,,corona virus
"RT @JaganWing: CBN 420 Variant is very dangerous than Corona Virus !!
@ncbn 

Retweet if you Agree !!

#TDPCovIDIOT_Politics",2021-05-11 16:34:46,GinjalaManideep,,corona virus
"@AlluArjunCulttt @alluarjun With The Outbreak of the Corona Virus, It is good to make money from your home. Downloa… https://t.co/rG9t4ZJjFH",2021-05-11 16:34:46,Bodman78880717,,corona virus
"Still haven’t gotten the Corona virus. 

Overhyped",2021-05-11 16:34:45,SnorkytheOrca,The Grand Republic 🇺🇸,corona virus
@ArvindKejriwal This virus is more dangerous than corona.,2021-05-11 16:34:16,thebapun,,corona virus
RT @Isha14379629: @CelibacyExists @ravi_prasad1 @Rnseema @AzaadBharatOrg @shivdas121 @ManjitKaur09 @DiwediSharda @abhayose1 @ShwetaT7389326…,2021-05-11 16:34:07,Rnseema,   🌏 🌄🌙,corona virus
"@SonuSood @SoodFoundation 

Patient Name:R.Gnanasekaran
Patient Age:61
Hospital Name:Pollachi GH
Hospital Location:… https://t.co/WapKnRJyim",2021-05-11 16:33:10,harish96439028,,corona virus
"RT @Isha14379629: @i_Chulbuli Sant Shri Asharamji Bapu is absolutely innocent. Now, he has contracted grim Corona virus and is also sufferi…",2021-05-11 16:33:07,Rnseema,   🌏 🌄🌙,corona virus
"@JamesonCamp newly invented label of a particular field which is controlled by chem sector, no thanks, don't believ… https://t.co/yF0cZvGsf3",2021-05-11 16:33:07,MaxSkyUSA,+1-321-222-3533,corona virus
"This method will kill Corona Virus's 9 variants, 2nd 3rd variants of Corona are capable of infecting people in air.… https://t.co/31PIrL2NPJ",2021-05-11 16:32:23,DrPRASH4,,corona virus
"RT @UttarandhraSena: Here are the Insights of Sri EAS Sarma garu on the responsibilities of the Govts in this #CovidPandemic 
A Webinar on…",2021-05-11 16:32:23,SrinivasRaina03,"Avanigadda, India",corona virus
"WTC Mumbai is committed to work with the MCGM in vaccination drive.
@mybmc @VijayGoelBJP 

#covid #coronavirus… https://t.co/zzSKNmJsed",2021-05-11 16:32:09,WTCMumbaiIndia,India,corona virus
"RT @curvedwater: De rol van Fauci in ontstaan corona - 'geen mutaties dus virus by design'-  zoals beschreven in Nicholas Wade's ""Origin of…",2021-05-11 16:32:02,weerden,"Rotterdam, South Holland",corona virus
"RT @GeneralBakshi: Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen Chen Wei, Zheng li was…",2021-05-11 16:31:36,Digney_Patel,,corona virus
@drharshvardhan @INCIndia @BJP4India @JPNadda @PMOIndia @narendramodi @AmitShah @MoHFW_INDIA @AyushmanNHA… https://t.co/HrUtKeshI9,2021-05-11 16:31:09,Vikis_tweet,Tiruppur - Bengaluru,corona virus
"Corona commotion is like in vehicle only one spare wheel is catered for four wheels in car.
There will be emergency… https://t.co/Wnjs4YYzl5",2021-05-11 16:29:54,MalkiatCol,Mohali (Punjab) ,corona virus
"RT @CMOGuj: CM Shri @vijayrupanibjp convened a high-level meeting of COVID-19 Task Force including doctors, GBRC scientists, ministers and…",2021-05-11 16:29:24,GnrSvyk,"Gandhinagar, India",corona virus
"RT @AMadumool: Sorry Mr. Ravi , Congress never alleged Modi is responsible for Corona virus, we allege he is another virus. Don’t get confu…",2021-05-11 16:28:46,RaamAkkireddy,Hyd-Delhi-Chennai-Bangalore,corona virus
"RT @VijaylaxmiComm1: COMPLETELY STOP AMAZON &amp; flipkart DURING Lockdown &amp; Pandemics , ACTUALLY they're CORONA carriers they can easily sprea…",2021-05-11 16:28:16,sajjanrajmehta,BANGALORE..INDIA,corona virus
"@YourRishbh ******Breaking News*******
Corona virus got diagnos with tripple mutant
1. rahul gandhi (nobody care ab… https://t.co/WNtfkZlTtc",2021-05-11 16:28:16,Lolzzz54422444,,corona virus
"RT @YSJaganTrends: CBN 420 Variant is very dangerous than Corona Virus !!
@ncbn 

Retweet if you Agree !!

#TDPCovIDIOT_Politics",2021-05-11 16:28:09,Pavan36441107,,corona virus
"Dear people of Telangana, 

Thank you so much for your cooperation. You have made my work real easy. I cannot thank… https://t.co/uhkLZnlSNH",2021-05-11 16:28:00,TejinderSsodhi,India,corona virus
Australia secret agency got the paper of Chinese scientists they were discussing about corona virus pandemic in 201… https://t.co/pMfMJTUmgk,2021-05-11 16:27:22,Abhishe40500108,"Farrukhabad-Fatehgarh, India",corona virus
"RT @PeddigariSairam: The State cabinet meeting, which held at Pragathi Bhavan here on Tuesday under the Chairmanship of Chief Minister Sri…",2021-05-11 16:27:05,GangiJathin,,corona virus
"The State cabinet meeting, which held at Pragathi Bhavan here on Tuesday under the Chairmanship of Chief Minister S… https://t.co/NpUiYULOi3",2021-05-11 16:26:40,PeddigariSairam,"Hyderabad, India",corona virus
"Corona virus born in china,
Grew up in USA,
Studied in Italy,
And became a business man in India😷",2021-05-11 16:26:37,Priya__Mc,,corona virus
"@shayynou @noa_barda @KeremBursin Not a single tweet on Indian conditions of 2nd wae of corona virus, not a single… https://t.co/YNHmQeqgDD",2021-05-11 16:25:29,itz_a_goswami,"Noida, India",corona virus
"@majorgauravarya @IDF According to ""Bhagats,"" Gobar or cow dung 💩 can be used to cure corona virus.

Gobar, please… https://t.co/lxPcItjev6",2021-05-11 16:24:53,MujeebChohan2,"Lahore, Punjab ",corona virus
"RT @varunpuri1984: Yogendra Yadav was aware of the heinous crime yet remained silent to protect his propaganda. 

He created unrest and pro…",2021-05-11 16:24:41,AnkitrajSFC,,corona virus
@Insolent_Puppy @TurfwayJoe @cbjkc5 @mkraju 3/ has been going on for a wile bc of the risk they pose to human healt… https://t.co/qxYerJ3kMb,2021-05-11 16:24:35,hopetofindsome,"There is room for all us, USA",corona virus
"RT @Diver_Shahbaj: To Neutralize the effect of Corona virus...""Cow Urine Party""  #CoronavirusPandemic #CoronavirusIndia https://t.co/U55JMw…",2021-05-11 16:24:10,KasifMsldelhi,"New Delhi, India",corona virus
"@JoeBiden  corona virus is a world war for hole world by notorious china, it's dangerios for humanity  innocent peo… https://t.co/xp7BVKzZ5z",2021-05-11 16:23:57,dsaligarh86,,corona virus
"Agree , Also I feel wokeness and pseudo liberalism hv become  biggest virus after Corona in India . these viruses a… https://t.co/W0vWk8mzxD",2021-05-11 16:23:37,PranjalPratyus2,,corona virus
@MrSinha_ @IDF Corona Virus full support for India 🙌🙌🙌,2021-05-11 16:22:49,AirZournez,,corona virus
"RT @RealErinCruz: And, some more on CCP, China talks about weaponizing corona virus https://t.co/SACDc0RUxA",2021-05-11 16:22:30,daweave,The Underbelly of the Ozarks,corona virus
@shivdas121 @Balsanskarsewa @umeshsaini783 @DiwediSharda @RaghavP73122035 @Bapumerepyare @AshramGzb @ravi_prasad1… https://t.co/NqR3pGx00s,2021-05-11 16:22:23,Isha14379629,,corona virus
"@Reuters With The Outbreak of the Corona Virus, It is good to make money from your home. Download telegram app sear… https://t.co/JP7573sQMb",2021-05-11 16:22:13,Bodman78880717,,corona virus
"@i_Chulbuli Sant Shri Asharamji Bapu is absolutely innocent. Now, he has contracted grim Corona virus and is also s… https://t.co/SQLJ6vr6fc",2021-05-11 16:22:09,Isha14379629,,corona virus
Africa won't explore Corona Virus vaccine without worry.,2021-05-11 16:22:01,adventuremotive,,corona virus
RT @HumanityWarior7: A Big #SaluteToCoronaWarriors who have been tirelessly and selflessly working during these unprecedented times of Coro…,2021-05-11 16:21:50,raviins66671186,block-pilibangan,corona virus
@NarpatShekhaw17 @_SureshOm @JayBhar21796704 @ahilyadevi6095 @ChelaniSakshi @cksbpur0 @DeoreSavitri @DiwediSharda… https://t.co/YgS3FQn1mg,2021-05-11 16:21:43,Isha14379629,,corona virus
"I need Doctor's &amp; experts opinion please. I found many people staying at home have COVID19.
My observation is Morni… https://t.co/3sWBYyviHd",2021-05-11 16:21:33,RamakarJha2,"Patna, India",corona virus
@ravi_prasad1 @Shriguruprakash @DAYAVANK @YssBlr @ContactHDL @MUMBlr1 @ashokgehlot51 @RahulGandhi @INCIndia… https://t.co/8NL0pWaEuE,2021-05-11 16:21:31,Isha14379629,,corona virus
"@ARanganathan72 @mea_gulpa Don't knw

Do they have same scale of corona virus spread as in India? 
At faster pace c… https://t.co/g6CMNOQvw4",2021-05-11 16:21:29,followshashank1,"Deoria, Uttar Pradesh",corona virus
"Anti-vaxxer: waaaaaah, Corona virus vaxx blah blah
Me: You're dumb, that's wrong. Your education system failed you,… https://t.co/RatYTBKkyZ",2021-05-11 16:21:21,jeffcoffman,,corona virus
Bulletin on Novel Corona Virus (COVID-19) Date 11.05.2021 https://t.co/vl5GHGp3Ha,2021-05-11 16:21:18,overseasnewsin,"Hyderabad, India",corona virus
RT @RadProWebsite: A year ago @ProfKarolSikora in his Q&amp;A for RadPro told us he set up on twitter as “that with the impending Corona virus…,2021-05-11 16:21:10,ChemoCookery,#UK ,corona virus
@Randhir369 @vandematram001 @kalyanis54545 @Sanjayranvijay @soniya_thawani @DiwediSharda @UkNarayan77 @catsabacus… https://t.co/0H9MGCv5LQ,2021-05-11 16:20:59,Isha14379629,,corona virus
"“Many scientists have criticized gain of function research, which involves manipulating viruses in the lab to explo… https://t.co/VjiX2mDrIb",2021-05-11 16:20:37,EvergreenMomma4,Evergreen State,corona virus
Confirmatory test for corona virus is RTPCR and not Rapid Antigen test..It's time #Telangana does atleast 2 Lakh RT… https://t.co/Aol6MkFr3R,2021-05-11 16:20:37,ceo_dentsurg,"ÜT: 17.40063,78.51786",corona virus
"To prevent the spread of Corona virus, the volunteers of @derasachasauda distributed Corona Prevention Kit which in… https://t.co/1Mw9b1huNh",2021-05-11 16:20:32,Simran977624031,"Ratia (Fatehabad) , India",corona virus
"@Reuters With The Outbreak of the Corona Virus, It is good to make money from your home. Download telegram app sear… https://t.co/W4kKrkNuU4",2021-05-11 16:20:12,Bodman78880717,,corona virus
@CelibacyExists @ravi_prasad1 @Rnseema @AzaadBharatOrg @shivdas121 @ManjitKaur09 @DiwediSharda @abhayose1… https://t.co/B2ai8Jtbj2,2021-05-11 16:20:12,Isha14379629,,corona virus
@RaghavP73122035 @rashtrapatibhvn @madhukishwar @narendramodi @Balsanskarsewa @asharamjibapu_ @shivdas121… https://t.co/8Qucz2ojh0,2021-05-11 16:19:45,Isha14379629,,corona virus
"RT @preetka08029257: To prevent the spread of Corona virus, the volunteers of @derasachasauda distributed Corona Prevention Kit which inclu…",2021-05-11 16:19:43,raviins66671186,block-pilibangan,corona virus
@globaltimesnews @WHO Chinese Corona Virus  is a Bio weapon developed by Chinse https://t.co/mouFLv07aT is facing B… https://t.co/L6smfyhqqJ,2021-05-11 16:19:27,PankajS58944850,India,corona virus
