text,date,user,location,keyword
A man told me that he liked how bright my outfit was today. He then proceeded to tell me only fat people get corona… https://t.co/lcKBLNqxET,2021-05-10 17:09:43,uselessthought7,,corona virus
RT @vgadnani: @Ahmed3825968 @SrikanthIyer10 @FinMinIndia @nsitharaman Trust me Your @narendramodi @nsitharaman @FinMinIndia  @RBI @DasShakt…,2021-05-10 17:09:33,Ahmed3825968,,corona virus
@Asad_Umar The scourge of this disease has come only to those countries which were running their economies under ca… https://t.co/fgyNC8zCOj,2021-05-10 17:09:04,Golden_Heart786,"Riyadh, Kingdom of Saudi Arabi",corona virus
I request every person in India not to forgive China for spreading the corona virus.  China is not allowing the Wor… https://t.co/uAcCuDxXEt,2021-05-10 17:08:35,AmitkumarD007,"Bengaluru, India",corona virus
"@ChrisGriscom on the #corona #virus #COVID19: 
https://t.co/bDpocYu1I9",2021-05-10 17:08:30,Psychgallica,Etat de Catatonie,corona virus
"RT @EMAbdulRahiman1: Can one natural virus kill another virus which is man made?
Desperate we who hoped that deadly #Corona pandemic virus…",2021-05-10 17:08:12,HussinAfjala,,corona virus
RT @iam4sunrise: .@iamsrk #ShahRukhKhan changed his display picture for the~ first time since he joined twitter in honour of Maharashtra po…,2021-05-10 17:08:09,Iamtikendraa,,corona virus
@RURALINDIA Now tell me how long corona virus incubation period two weeks. Almost 4 weeks now why cases hav not fal… https://t.co/aYdCLcw5Yv,2021-05-10 17:07:52,angryyoungman55,mars,corona virus
@corona_virus_vi @Ex_sidnaaz @Ainuu_Ch @ishehnaaz_gill @ShehnaazShineFC @TMShehnaaz @FanclubShehnaaz Ohh 😯 2 I'd 😕😕,2021-05-10 17:07:49,e_noore,,corona virus
"@drajoykumar Congress and bjp's are the two sides of one coin.
Congress/bjp's are the real corona virus  for our co… https://t.co/5v8tcdMaNF",2021-05-10 17:07:48,renamed121,India,corona virus
Quite interesting with lots of details of Chinese corona virus https://t.co/lmKOyI1qwU,2021-05-10 17:07:22,rahulsingh423,"Bengaluru South, India",corona virus
"RT @SumanCh25649817: Druggie bollywoodians are dangerous than corona virus.
BollywoodFull Of Druggies",2021-05-10 17:07:13,Anoop455,"Karnataka, India",corona virus
RT @riteshconnects: Got my First Dose of #Vacine at @DelhiGovtSchool . The whole process was brilliant. Thankyou @ArvindKejriwal Ji and @ms…,2021-05-10 17:07:03,RealX17335183,"New Delhi, India",corona virus
"Piyush Chawla's Father Passed away due to Corona Virus.
May his Soul Rest in Peace! 🙏
.
.
.
#Piyushchawla… https://t.co/UPmmIRhV3c",2021-05-10 17:06:34,CricUniverse,Indore,corona virus
RT @RashiKadam2: @dinesh_sir Where the world is fighting with corona virus again there is deadly black fungus in company still the educatio…,2021-05-10 17:05:59,Saurabh47983707,,corona virus
@e_noore @Ex_sidnaaz @Ainuu_Ch @ishehnaaz_gill @ShehnaazShineFC @TMShehnaaz @FanclubShehnaaz I am ex,2021-05-10 17:05:54,corona_virus_vi,,corona virus
@SpiritOfCongres Whenever You try to aware common people about Corona Virus  ?,2021-05-10 17:05:50,SalmaBi81033470,,corona virus
"RT @VinayaKantRai2: @ANI .I HAVE A QUESTION
WHAT 
 RAW MATERIALS ARE
REQUIRED
TO MANUFACTURER
THESE VACCINES?
WHY IT IS NOT AVAILABLE 
IN I…",2021-05-10 17:05:49,VinayaKantRai2,"Pune,Delhi,Patna,UP,India",corona virus
#TamilNadu government issued a G.O. framing a treatment protocol for patients with Corona virus infection. Details… https://t.co/QQddKYoAww,2021-05-10 17:05:30,DennisJesudasan,"Chennai, India",corona virus
RT @PreenonS: Please postpone our hs examination to protect us from the corona virus. You re predicting that there will be no one affected…,2021-05-10 17:05:19,Curious57194790,,corona virus
RT @deepak_mragwani: Corona virus is failing all over the world. Still the innocent Hindu saints and their millions of disciples living abr…,2021-05-10 17:04:42,Sadharad_admi,"Pune, India",corona virus
@Maninani731 Corona virus anedhi oka group sir ... we had that name for a long time...  SARS is one type of Corona… https://t.co/7kP3nCxp7m,2021-05-10 17:04:41,prajwal__reddy,,corona virus
"Great research by our D.M. wine is most important things to spread Corona Virus than food 
(I think you are inspire… https://t.co/H3nN1Gw8m9",2021-05-10 17:03:45,SateishG,,corona virus
"@TimesNow What is More Dangerous ???

#Corona_Virus

Or

#Congressi_Pappu_Ka_Complete_Brain_Lockdown… https://t.co/MkMpQcMteY",2021-05-10 17:03:23,wiz_harrypotter,,corona virus
"RT @EatlovePray11: 🚨 Doug Ford, the premiere of Ontario 🇨🇦 is telling what happens to politicians that go against ‘the corona virus narrati…",2021-05-10 17:03:23,JahBlauw,"Amsterdam, Nederland",corona virus
RT @CityAttorneyLA: 💉💉Starting Monday: You no longer need an appointment for any of the City of Los Angeles vaccine sites. Plus many have e…,2021-05-10 17:02:50,lpetitt50,,corona virus
"Druggie bollywoodians are dangerous than corona virus.
BollywoodFull Of Druggies",2021-05-10 17:02:39,SumanCh25649817,Goa,corona virus
RT @gauravrajtweets: 😂😂 It's laughable especially when the whole world is realising slowly &amp; surely that this virus - Chinese Corona Virus…,2021-05-10 17:02:39,Dr_RPanchal, Delhi,corona virus
"#CoronavirusPandemic
#COVID
It's really pathetic to see this report.....
Five years before pandemic, Chinese scient… https://t.co/w9S0jqUBBy",2021-05-10 17:02:27,jasonbourne_246,"Bengaluru South, India",corona virus
"@BornsToSaveLife @deepmindblown I thought babies were fed with milk, not Corona virus? 🤔",2021-05-10 17:01:20,eequals7of9,England,corona virus
RT @karthik_d_kick: If vaccine also has spread like corona virus then no need to wait for vaccine and world would have been filled with Hug…,2021-05-10 17:01:05,vangala_naveena,India,corona virus
@joshtpm You could not go to school without your polio. Smallpox. Measles mumps etc. why is the. Airborne horrendou… https://t.co/Tpsf2pR0Sd,2021-05-10 17:01:04,ritaf117,,corona virus
@PrinceArihan Dr Fauci is also responsible for this mess. He is one of the two who found loopholes in the US laws t… https://t.co/NruHoigmXl,2021-05-10 17:00:53,saipaw_real,,corona virus
"@DrSubhasree Doctor many persons and videos are arguing not give beet root, caroot because of high glucose contain.… https://t.co/SmtYUVfPxG",2021-05-10 17:00:07,HumanBe09591484,,corona virus
"Indonesia Corona virus
Cases : 1,718,575
Deaths : 47,218 
Recovered : 1,574,615 Daily Cases Graph
-
Daily Deaths Gr… https://t.co/dHTvWgsq7T",2021-05-10 17:00:04,tan_paulus27,,corona virus
"Current Conditions for #Sayre PA
Temp: 54.5F
Wind Chill: 54.5F
Humidity: 69%
Dew Point: 44.5F 
Barometer: 30.047 in… https://t.co/VCr6gbW0G7",2021-05-10 17:00:02,CountyBradford,"Sayre, PA",corona virus
"Do-you-think-Indian-people-are-angry-with-Narendra-Modi-due-to-this-corona-virus-result?

https://t.co/6IAbpph9o4",2021-05-10 17:00:01,Suchindranath,Kalyanipuri,corona virus
@iamrakeshbansal Markets haven't declined because now people are more certain and less fearful about the corona vir… https://t.co/piyQq5fME4,2021-05-10 16:59:36,MasoodKhan__,,corona virus
"RT @SirraSushil: Good step taken by Rajasthan Government to prevent spreading of Corona virus 🦠, so please postponed marriages, all other s…",2021-05-10 16:59:23,SirraSushil,,corona virus
"RT @TheInformerKE: *BREAKING NEWS:*

Villarreal CF's goalkeeper Gerónimo Rulli (who played Thursday night in the UEFA Europa League) may ha…",2021-05-10 16:58:59,Popped_Collar,Hither & Thither,corona virus
"Good step taken by Rajasthan Government to prevent spreading of Corona virus 🦠, so please postponed marriages, all… https://t.co/mFXc0xugO4",2021-05-10 16:58:58,SirraSushil,,corona virus
"RT @Vastuullisuus: Coronavirus: Commission proposes €6.8 million in total to support 1,700 dismissed workers of air carriers KLM and Finnai…",2021-05-10 16:58:37,SocialDesignCr1, 👉👉,corona virus
"Namaste @RNTata2000 Sir. As being a Indian citizen I trust you, now you can only help us from spreading the corona… https://t.co/GZKWwg1GeM",2021-05-10 16:58:08,SagarPa68430801,,corona virus
RT @bullettuupandi: @Radhiga_v @vanamadevi @naturaize @moorthy1943 @HariSri13617795 @cosmicblinker @Kaalabala1 @raja3293 @umanathanv @srjk2…,2021-05-10 16:58:08,harisrirangam,,corona virus
@Sidnaaz09108283 @Upswaggerking1 @4th @7th @AGreenEyedMnstr Haso mat ☹️,2021-05-10 16:56:56,corona_virus_vi,,corona virus
"@Johnnywas25 @JuliaHB1 @UsforThemUK Aye and it will find dead fragments of old Corona virus ie the bloody cold, amp… https://t.co/dXPVOqbpKz",2021-05-10 16:56:21,PathToFreedom4,,corona virus
@chocolekan @phikki1 Corona virus dey your head,2021-05-10 16:56:11,Viktorgee,"Lagos, Nigeria",corona virus
"CCP playing games of bioterrorism to supress World!! 
Chinese military scientists discussed the weaponisation of SA… https://t.co/2ZVzBD4qBT",2021-05-10 16:56:11,Ambikananda7,,corona virus
@OpIndia_com You could take the UN Report ( Hindu/19.11.2020) that terrorists could use Covid19 Virus as biological… https://t.co/xO2ttGuvqw,2021-05-10 16:56:10,rajanp78,"Kottayam, India",corona virus
"SmartMetric, Inc. OTCQB: $SMME: The Corona-19 virus has made dramatic changes to the way we work and play. Not https://t.co/LO800eZIcd",2021-05-10 16:55:51,SFinancerz,new jersey,corona virus
"SmartMetric, Inc. OTCQB: $SMME: The Corona-19 virus has made dramatic changes to the way we work and play. Not https://t.co/gOBkNhMnBP",2021-05-10 16:55:48,SFinancerz,new jersey,corona virus
"RT @AshF_RS: @demolitionpenis @dreamsware @Marco_Acortes Yes, Corona Virus’ were found in bats back in 2013. Covid-19 is just ONE Coronavir…",2021-05-10 16:55:29,Thanshith0,,corona virus
@i_m_abhi92 @IDF Corona virus with India friendship  🖕🖕,2021-05-10 16:55:27,adam_xxy,,corona virus
"SmartMetric, Inc. OTCQB: $SMME: The Corona-19 virus has made dramatic changes to the way we work and play. Not s… https://t.co/rKkWHTUlj6",2021-05-10 16:55:07,GlamorousStock,,corona virus
"#ChineseBiologicalWeapons

China cooking up Corona Virus biological weapons since 2015 at least.",2021-05-10 16:55:06,seshanm,"Thane, Maharashtra, India",corona virus
"SmartMetric, Inc. OTCQB: $SMME: The Corona-19 virus has made dramatic changes to the way we work and play. Not s… https://t.co/NxVWiVuoLb",2021-05-10 16:55:02,GlamorousStock,,corona virus
@dinesh_sir Where the world is fighting with corona virus again there is deadly black fungus in company still the e… https://t.co/FhsPqkiVDq,2021-05-10 16:54:49,RashiKadam2,,corona virus
"Good news, india corona virus cases declined to 327239 today. A huge decline in cases. No early celebration should… https://t.co/iYTu4upExf",2021-05-10 16:53:20,pranavharihara1,chennai,corona virus
RT @GirlNamedMarley: this is the BEST set of info I’ve found on corona virus and it’s worth watching the full 10mins https://t.co/oTNt5Cxg8j,2021-05-10 16:53:09,troubledtaurs,Up your ass,corona virus
@the_hindu Why are we still listening to this person especially now it is clear that he is one of the two who found… https://t.co/mQvCjtTU6s,2021-05-10 16:52:05,saipaw_real,,corona virus
"@rdeets @benshapiro @GOP After having the corona virus, I can honestly say I’ve had the common cold hit harder that corona virus.",2021-05-10 16:52:03,GanleyMilton,,corona virus
RT @EUROVISIONAP: @DirectorIITG @CNNnews18 @AnchorAnandN Does coronaguard works on new mutations of corona virus ?,2021-05-10 16:51:45,EUROVISIONAP,भारत,corona virus
@narendramodi please arrange this step at country level to purify the air to reduce the corona virus😷 https://t.co/ZXBn7VRmCr,2021-05-10 16:51:22,Himansh53069154,"New Delhi, India",corona virus
"Congress must have discussed the impending threat of  Corona Jihad from terrorists, as per UN Director Antonia Mari… https://t.co/lmOW67UEFG",2021-05-10 16:51:00,rajanp78,"Kottayam, India",corona virus
German study shows no increased risk of catching the Corona virus when taking public transport regularly. (DE)  https://t.co/zz5aaTiYlt,2021-05-10 16:49:32,starflyergold,"Brussels, Belgium",corona virus
"RT @mehhbuba: what does viru sahastrabudhhe’s wife tell him every night in bed?

corona virus.",2021-05-10 16:49:19,Nimesh_399,,corona virus
RT @Roykej: @XRPisOurFuture World Bank supports corona until 2025. After Corona we will get SPARS Virus 2025-2028. And all the money doesn'…,2021-05-10 16:49:14,duderdude2009,All over the joint,corona virus
RT @raziyamasumi: Afghans are struggling with one invisible virus (Corona) and one visible virus which is terrorism. Afghans need to be sup…,2021-05-10 16:48:44,MusaKhan5046925,Afghanistan,corona virus
RT @paxsin1: @Sadcrib This virus spreading faster than 2020 corona 🤦🏾‍♂️ https://t.co/zADLMbRrAu,2021-05-10 16:48:19,cbasmd,🏞,corona virus
"$1.5 million, and $265,000, respectively, have been offered to any virologist who presents scientific proof of the… https://t.co/GD1CERC3sh",2021-05-10 16:47:55,Ducks_n_Dogs,SE NC USA,corona virus
@MurtaxaAly @simadwasim this was before corona virus.. snap in 2019,2021-05-10 16:47:50,saad32170,,corona virus
@mynameswatik @Tejasvi_Surya This man is Dangerous than Corona virus....,2021-05-10 16:47:41,jauhar_tausif,,corona virus
"Wait... Do some people really think you will be immune to corona after taking the vaccine? Bc a virus is a virus, a… https://t.co/dofmXc762A",2021-05-10 16:47:41,FlickerOfNialll,,corona virus
@Lost_History1 he only listens to his side of the story!!!..these are the people who will exonerate WEST and china… https://t.co/NkgPCOcx91,2021-05-10 16:46:50,karticksrinivas,,corona virus
"RT @kathy_mali23: Invest now

SPECIAL PACKAGE FOR THOSE THAT CAN'T GO TO WORK DUE TO CORONA VIRUS PANDEMIC YOU CAN START YOUR INVESTMENT NO…",2021-05-10 16:46:48,DigFinNews,,corona virus
"Oh, and corona-virus is a poisoned crown that people worship in fear now.  Not that this wasn't already theorized (… https://t.co/IDrBPbv91y",2021-05-10 16:46:14,considertheliIy,,corona virus
RT @DhruvGo24819832: @TheAnuragTyagi @exam Just postponement of exams is not an option... It is good that the government should cancel all…,2021-05-10 16:46:07,Priyans84271059,,corona virus
RT @ARanganathan72: 4. A 2015 study showing a combination of drug K11777*/SMDC256160 (currently undergoing clinical trials against hookworm…,2021-05-10 16:45:59,RushikeshDeok12,,corona virus
RT @ARanganathan72: 3. A 2016 study showing FDA-approved drug Teicoplanin able to block MERS-and SARS- Corona virus entry into human cells.…,2021-05-10 16:45:56,RushikeshDeok12,,corona virus
RT @SoberMuzzukulu: Our joint task force put @HEBobiwine and Kizza Besigye under house curfew to protect them from the deadly Indian strain…,2021-05-10 16:45:51,bunjo90430910,"Kampala, Uganda",corona virus
RT @ARanganathan72: 2. A 2016 study showing the FDA-approved drug Nafamostat able to block MERS-Corona virus entry into host cells ten time…,2021-05-10 16:45:50,RushikeshDeok12,,corona virus
@TimesNow @thenewshour And @WHO still does not treat corona as Chinese Virus,2021-05-10 16:45:49,gladiator3661,Jammu And Kashmir,corona virus
"RT @ARanganathan72: Update on approved drugs that effectively block Corona virus entry into human cells:

1. Excellent study showing entry…",2021-05-10 16:45:41,RushikeshDeok12,,corona virus
@oneunderscore__ Peter Navarro is a major kook but I hope Fauci did w eaponize corona virus cause it worked Trump's… https://t.co/GVGPF1NZ3s,2021-05-10 16:45:20,arhoxie,Phoenix,corona virus
"@elonmusk Any comment to save the humanity on earth from Corona virus, @elonmusk",2021-05-10 16:45:04,SahilDABWALI,,corona virus
RT @AfcnViolet: Why is the Media ignoring report from the Salk Institute saying that the spikes on the corona virus are attacking the Vascu…,2021-05-10 16:44:53,RosePetudles,USA,corona virus
"CM Shri @vijayrupanibjp convened a high-level meeting of COVID-19 Task Force including doctors, GBRC scientists, mi… https://t.co/RFB07ASrJA",2021-05-10 16:44:51,CMOGuj,"Gandhinagar, India",corona virus
@TheAnuragTyagi @exam Just postponement of exams is not an option... It is good that the government should cancel a… https://t.co/mTn2tz4jRm,2021-05-10 16:44:47,DhruvGo24819832,"Uttar Pradesh, India",corona virus
"RT @versatile_vibha: https://t.co/RGT3LFDCSW

Please contribute for my father's treatment and share this post to your LinkedIn profile and…",2021-05-10 16:44:27,iam_DishaJ,,corona virus
"RT @theanushcasm: A movie about Corona Virus ""Contagion"" came in 2011, a tweet about arrival of Covid came in 2013 and you want to tell me…",2021-05-10 16:43:50,____amrc,,corona virus
"Corona virus: 3.66 lakh new corona patients were found in the last 24 hours in the country, 3754 patients died. https://t.co/Hjlq6GPbYi",2021-05-10 16:43:14,theScoopBeats,Jammu And Kashmir,corona virus
"Disturbing scenario in Bihar!
Such insensitivity in this kind of situation when everything about the affects of pan… https://t.co/7V5CExY4e7",2021-05-10 16:43:09,GracyTanu,"West Bengal , India",corona virus
"RT @Lyfismessy: Scientist bhaiya ab toh bata do,
Does corona  virus travel through air?
And is it really transfer through non living things…",2021-05-10 16:42:35,Priyank727,India,corona virus
@devduttmyth first have the West and your Chinese Left friends admit that they created the Chinese Corona virus in… https://t.co/tqteScginn,2021-05-10 16:42:19,karticksrinivas,,corona virus
The U.S. State Department has reportedly received documents proving that China planned to use the corona virus as a… https://t.co/Tvpb9IhsPg,2021-05-10 16:41:25,SREEJIT11016676,India,corona virus
@SaiRamSays Corona virus spreading from TV is back!,2021-05-10 16:40:46,SES_Maheboob,,corona virus
"Omgggg pls corona virus go awaaaay
I'M SO PROUD I MISS LOUIS SO MUCHH https://t.co/O2ZAhpREoz",2021-05-10 16:40:31,Iam_may_kingg,whentheymet AKA McDonald's,corona virus
SV  Annandd Rao of Ananthpuram district of AP stands a good chance of being the Principal Scientific Advisor to  PM… https://t.co/aeWWtIs3Ce,2021-05-10 16:40:28,supriyachattopa,Kolkata,corona virus
"Tata Power, a well known company in Delhi, appointed an Ayurveda Doctor to cure corona virus.

DRDO didn't give you… https://t.co/p71VgnGm3A",2021-05-10 16:40:25,kamekish,India,corona virus
"The greatest fight is to be alive through this pandemic 

New Virus variant has reached the remote villages of Indi… https://t.co/k9dJSaG6Ih",2021-05-10 16:40:11,SAPAN_V2,Ice age,corona virus
"RT @YearOfRat: WHO: We are not sure if the origin of this virus is Chinese, or if this virus is as bad as everyone is calling it. Jeck, wha…",2021-05-10 16:39:47,keerthinarayan8,"Bengaluru, India",corona virus
@globaltimesnews China is preparing for a biological war. Corona virus is its first stage😷😷,2021-05-10 16:39:28,srisurajprakash,New Delhi,corona virus
"@Hoover5454 @EricBoehlert @DebiJackson50 If it makes sense, why not? Have you ever been to Japan? People routinely… https://t.co/AHV6TsbcuI",2021-05-10 16:39:03,goaloa,,corona virus
RT @GeneralBakshi: I asked a simple logical Question on FB- How come the Corona virus which started in Wuhan has  had no Mutations in china…,2021-05-10 16:38:47,Ashok35252837,,corona virus
@globaltimesnews Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen… https://t.co/dWq7F8H0r8,2021-05-10 16:38:39,pratigya_love,"New Delhi, India",corona virus
i think hyperpop started the corona virus,2021-05-10 16:38:09,miovies,,corona virus
"My dad is obsessed with fake news and believes the corona virus is a hoax, I swear if we lived in America he would be a trumpie",2021-05-10 16:36:55,xchoicebebe,multistan,corona virus
"@AngryCardio @RoelandRuijsch https://t.co/7RD2VIF1aD

2015 US Govt cooperating with Wuhan Inst Virology on isolatio… https://t.co/Kg06WIdCSA",2021-05-10 16:36:50,BrautigamRoland,,corona virus
"@KarenEshbach1 @condo2009 @Jim_Jordan Can’t seem to find it. Can you post a link please?
All I keep coming up with… https://t.co/N4cmYXJahO",2021-05-10 16:36:47,Robert_Ike,CHI-TOWN!!!!!,corona virus
"*BREAKING NEWS:*

Villarreal CF's goalkeeper Gerónimo Rulli (who played Thursday night in the UEFA Europa League) m… https://t.co/Lq2PKb9Jfr",2021-05-10 16:36:35,TheInformerKE,in the most corrupt Country,corona virus
RT @PreachFranny: Vaccinated people act like they immune to corona virus. Lol .,2021-05-10 16:36:19,Jayy_Green,Iowa-Memphis-Silver Spring,corona virus
"Corona 2.0 battle can't be conquered by empty battle ground with all Corona Warriors sitting at home.

Corona Warri… https://t.co/Uti4z4PyzX",2021-05-10 16:36:10,TheHolisticEnt1,,corona virus
"Of course,corona is most probably a genetically engineered virus having uncountable mutants capacity and it is bein… https://t.co/epz7qLI5AG",2021-05-10 16:35:31,Sunilkatyayan,"Jharkhand, India",corona virus
"@Sanginamby More worrying is that if these r due to corona, and does this virus spreads through water also ? If it… https://t.co/PJq8xp2Sf8",2021-05-10 16:35:12,vijaynigam01,bhopal madhya pradesh,corona virus
@PrinceArihan Officially Corona should be called as Wuhan Virus.,2021-05-10 16:34:35,MandrekarKeshav,"Goa, India",corona virus
"@campbellclaret It was a #CoronaVirusUpdate , that’s why he spoke about Corona Virus and unlocking plans. The clue’… https://t.co/LP1REbp80v",2021-05-10 16:34:32,peglyn58,Great Britain🇬🇧,corona virus
the fact that i keep seeing fics with tags like ‘no covid’ or ‘corona virus doesnt exist’ sure makes me feel an emotion,2021-05-10 16:34:09,xxiiyu,,corona virus
"RT @SANJAY076080: Research on chinese virus Corona 
Must b done on advance stage now to resolve this trouble .
Virology must begin in IITS…",2021-05-10 16:34:07,SANJAY076080,Bharatvarsh,corona virus
When you come to know even doctors don't know about corona virus https://t.co/rmLlNWAhDM,2021-05-10 16:34:05,Tweet_good12,"Bhilai, India",corona virus
"@GeneralBakshi The CCP Virus came from a Lab in Wuhan, China.
China is Responsible for the Spread of Corona Virus A… https://t.co/aMkCf0lXZE",2021-05-10 16:33:54,PushkarajRasal,,corona virus
RT @iubogum: no bcs a full english song from iu would definitely eradicate corona virus 😭😭😭😭,2021-05-10 16:33:47,peach_roseeeee,,corona virus
"RT @skbit1990: #FuckChina 

Retweet with above hashtag and make this chain bigger than Chinese Virus aka Corona Virus.@Ugrabhatah @sureshse…",2021-05-10 16:33:05,sureshseshadri1,,corona virus
"Corona virus is Bio Weapon for World war-3.
#CoronavirusPandemic #CoronavirusIndia #Wuhan
Here is the Video link 👇… https://t.co/MzBgDaIBnv",2021-05-10 16:32:56,ThanigaOfficial,,corona virus
@timesofindia Shameles @DrTedros never use Corona Virus as  Chinese variant or #WuhanVirus or #ChineseVirus  Hypocrisy level max pro! @WHO,2021-05-10 16:32:40,avinrana,"Jaipur, India",corona virus
RT @SevadalOR: India has survived because of the system built by Nehru-Gandhi. Otherwise this corona(virus) wave would have destroyed the l…,2021-05-10 16:32:33,LAXMINA66711664,मथुरा उत्तरप्रदेश ,corona virus
"Research on chinese virus Corona 
Must b done on advance stage now to resolve this trouble .
Virology must begin in… https://t.co/q9oAjFR3Vm",2021-05-10 16:32:28,SANJAY076080,Bharatvarsh,corona virus
The world could discover Corona Virus vaccine eternally.,2021-05-10 16:32:18,adventuremotive,,corona virus
@virsanghvi @Tejasvi_Surya is new strain ofa virus more dangerous than corona 2nd wave.,2021-05-10 16:32:17,javedume,India,corona virus
RT @monisha_yadav: Covidwal' the new variant of Corona Virus. Beware Delhi walon. 😈 https://t.co/kOjrSk7t7D,2021-05-10 16:32:15,Aryavanshi_,Bharat,corona virus
@IndiaToday @sardesairajdeep Discuss Excellent Corona management by Yogi govt. U P has a population greater than Ge… https://t.co/cT3tSOlPqb,2021-05-10 16:32:09,Vijaykumarns,,corona virus
