text,date,user,location,keyword
"RT @JoePontillo: Fact Check: No, you can't get the vaccine by physically bumping into someone who does have it.",2021-05-09 18:20:33,HatfieldAnne,,vaccine
"RT @Roosevelt2017: 🪀  BOOM!  This could be the end of employers mandating the jab.  They must report vaccine injuries as job-related, there…",2021-05-09 18:20:33,jlj21964,s wales Bridgend,vaccine
"RT @adeshguptabjp: .@BJP4Delhi strongly condemns Dy. CM @msisodia's false &amp; misleading statement on vaccine export.

It is an effort by @Aa…",2021-05-09 18:20:33,NitinGoyalBjp1,Delhi,vaccine
"RT @sharmanagendar: If vaccine is the only solution, everyone has to get it. You cannot vaccinate all through apps and websites. Set up ‘op…",2021-05-09 18:20:32,sssshshshh,,vaccine
"RT @sbattrawden: For those still unsure about having the vaccine, here is what they do 👇🏻

Please RT 🙏🏻

#VaccinesSaveLives https://t.co/pX…",2021-05-09 18:20:32,jamesnutley,,vaccine
RT @_milem: @BuzzPatterson @Gone2China It’s all a show. This is a great example of why I’m not getting the vaccine.,2021-05-09 18:20:32,KarenSw38548457,,vaccine
“I believe showing compassion and trying to understand the basis of their beliefs can accomplish as much to heal th… https://t.co/bs0jWVAnnD,2021-05-09 18:20:32,EvanKwong,"Vancouver, British Columbia",vaccine
"RT @trancypoppet: Nurse: *gives me vaccine*
Me (whose into injections): *moans*
Nurse: What?
Me: What?",2021-05-09 18:20:32,snakeysleepy,United States,vaccine
That 15 minutes after getting the vaccine was rough both times. Anxiety be through the roof,2021-05-09 18:20:32,MalikBOMAYE,"Compton, CA",vaccine
RT @katherineOma: More than 58% of Americans have had at least one vaccine. We need to get more willing to want to protect themselves and o…,2021-05-09 18:20:32,jgkoomey,"California, USA",vaccine
If the risk of a person dying is equal or lower than the risk of vaccination with these authorised only for emergen… https://t.co/iqBP3BG5Cm,2021-05-09 18:20:31,Chris666Spider,,vaccine
"RT @GalG____: 17 y.o., Healthy, after Pfizer vaccine- hospitalized with blood clots. https://t.co/Oa5ONFfWzG",2021-05-09 18:20:31,daliagg2,"Brasschaat, België",vaccine
"RT @DrTomFrieden: Hundreds of millions of mRNA vaccine doses have been administered, we have months of data showing remarkable effectivenes…",2021-05-09 18:20:31,Chris_S_Kelly,Los Angeles,vaccine
@ceejay_epping @sbattrawden What about those who are vaccine hesitant due to AZ and didn't have a vaccination?,2021-05-09 18:20:30,UK_Centrist,England,vaccine
"RT @naomirwolf: If you force a medical intervention on your staff, you are now accountable: ‘OSHA states that if a vaccine is required, the…",2021-05-09 18:20:30,Nick29433777,Nowhere yet everywhere,vaccine
RT @plinketyplink2: When yer Nan’s had her 2nd vaccine. https://t.co/X3iBoBjy5L,2021-05-09 18:20:29,Mackie20Roberts,,vaccine
"Lol: ""Responding to a question from Barton about Dr. Robert Strang, the province's chief medical officer of health,… https://t.co/oTU7UOHVNO",2021-05-09 18:20:29,scottedgar,"Halifax, NS",vaccine
"COVID-19 variant in India may be evading vaccine protection, top WHO scientist says #SmartNews  https://t.co/gHVN5Sdl38",2021-05-09 18:20:28,Cmarti1215,"Chicago, IL",vaccine
RT @emtheweird: y’all can’t understand the anger i feel for antivaxxers in western countries who have access to vaccine and refuse to take…,2021-05-09 18:20:28,karinaLeigh26,"Morganville, TX",vaccine
"RT @elle_oftheball: Fun fact: in order to get the COVID vaccine, you have to spend a year living at risk of the pandemic and have two lette…",2021-05-09 18:20:28,cactus_floating,twitter,vaccine
"RT @ANI: A nominal 5% GST is in the interest of domestic vaccine manufacturers &amp; citizens. If full exemption from GST is given, vaccine man…",2021-05-09 18:20:27,MDSalee00334636,,vaccine
"RT @Ruleof2Review: Vaccine #2 update one day later.

Overall I think I’m doing okay. My body aches quite a bit and I also have a fierce hea…",2021-05-09 18:20:27,cluelessRJ,"Brooklyn, NY",vaccine
"RT @ABCWorldNews: Pfizer and partner BioNTech have asked the FDA for full approval for their COVID-19 vaccine, a regulatory benchmark beyon…",2021-05-09 18:20:26,0MARNYC,,vaccine
"RT @statnews: It is called synthetic messenger RNA, an ingenious variation on the natural substance that directs protein production in cell…",2021-05-09 18:20:26,RisoldiRitche,,vaccine
"RT @FaheemYounus: BLIND love for your country, party, religion or yourself is deadlier than the deadliest COVID variant.

An open mind is t…",2021-05-09 18:20:26,takeawaysome,,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Round Rock

Registration link:… https://t.co/J4ndY7fmnB",2021-05-09 18:20:26,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Pflugerville

Registration link:… https://t.co/5EpHkR5oBJ",2021-05-09 18:20:26,FindAVac_Austin,TX,vaccine
RT @washingtonpost: Vaccine side effects don’t tell you how well your immune system will protect you from covid-19 https://t.co/nj1CGhMlE8,2021-05-09 18:20:26,RockyLum,The Earth,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Leander

Registration link: https://t.co/IHDBzulu3V

[09-05-2021 13:20:26]",2021-05-09 18:20:26,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Kyle

Registration link: https://t.co/IHDBzulu3V

[09-05-2021 13:20:26]",2021-05-09 18:20:26,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Cedar Park

Registration link:… https://t.co/y5GLdO3D0c",2021-05-09 18:20:25,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Bee Cave

Registration link:… https://t.co/4f2omikNrR",2021-05-09 18:20:25,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Austin

Registration link: https://t.co/IHDBzulu3V

[09-05-2021 13:20:25]",2021-05-09 18:20:25,FindAVac_Austin,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Texas City

Registration link:… https://t.co/9ts9q7sUk1",2021-05-09 18:20:25,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Sugar Land

Registration link:… https://t.co/HtXY6oRGwC",2021-05-09 18:20:25,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Spring

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:25]",2021-05-09 18:20:25,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Rosenberg

Registration link:… https://t.co/OxWq54Qf8A",2021-05-09 18:20:25,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Richmond

Registration link:… https://t.co/MfpQop1DlJ",2021-05-09 18:20:25,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Pearland

Registration link:… https://t.co/zgslzInKkh",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"RT @iamshradt: Hamari vaccine..S9MK..

BRING BACK STORY 9 MONTHS KI 

@SonyTV",2021-05-09 18:20:24,SukirtiNews,India,vaccine
"RT @MeghaSPrasad: Breaking : French President Macron says at the #EUSummit - ""India does not need to listen to lectures from anyone about v…",2021-05-09 18:20:24,theoriginal_rk,"Lucknow, India",vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Pasadena

Registration link:… https://t.co/sihevycqdG",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Missouri City

Registration link:… https://t.co/wKNJVMvpDb",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: League City

Registration link:… https://t.co/5CxmMwD45C",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Lake Jackson

Registration link:… https://t.co/SFOoyDfJga",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"RT @BreesAnna: Children will be vaccinated from September.

https://t.co/c1RkyRIIIi https://t.co/oDN1MaOTwa",2021-05-09 18:20:24,karlozjay,United Kingdom,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: La Porte

Registration link:… https://t.co/O7gVz1D9FP",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Kingwood

Registration link:… https://t.co/xL5rDVNMYi",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"RT @bonifacemwangi: The Kenya government hates us,they play politics with our lives.They banned the Russian vaccine because it was linked t…",2021-05-09 18:20:24,Lesan89819057,,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Katy

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:24]",2021-05-09 18:20:24,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Humble

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:23]",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"RT @atebbel: Ok, I think vaccine skepticism is very stupid but this one feels most likely to be a trap. https://t.co/7Tr8lsF9zp",2021-05-09 18:20:23,_sulcata,"Austin, TX",vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Houston

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:23]",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Galveston

Registration link:… https://t.co/eb9yMwSVdW",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Friendswood

Registration link:… https://t.co/SjlkWkhr5H",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Cypress

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:23]",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"@ddwlsdd @Ollirac @BernieSanders They don't give 2 shits about the us, just ""beating the libs"".

They don't care th… https://t.co/5k6bOlYjWT",2021-05-09 18:20:23,d1Vinman,far norCal(angrywhitemanistan),vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Conroe

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:23]",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"RT @respect65: 1. The danger to children from covid is very close to zero. The danger to them from this vaccine is certainly greater.

2. A…",2021-05-09 18:20:23,AnnabelPerkin10,,vaccine
"@timesofindia @msisodia 
Have you been vaccinated BJP Vaccine... Hopefully fit...
Haven't you objected to the Vacci… https://t.co/IgXTCZa9sk",2021-05-09 18:20:23,AARCEEN,,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Baytown

Registration link: https://t.co/8a5LHT0WBf

[09-05-2021 13:20:23]",2021-05-09 18:20:23,FindAVac_Hou,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Richardson

Registration link:… https://t.co/jl53ASw1QM",2021-05-09 18:20:23,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Plano

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:22]",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Mesquite

Registration link:… https://t.co/il20h5l9hV",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Mckinney

Registration link:… https://t.co/0F5MVPvMTI",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Lewisville

Registration link:… https://t.co/rvUdW3SQ2h",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Irving

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:22]",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
@NoelFagan8 @ian53275384 @IrishUnity Not to burst your bubble but the private companies made and dispatched those v… https://t.co/3YQRosaMxU,2021-05-09 18:20:22,ch4rli3_d,,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Grand Prairie

Registration link:… https://t.co/LeaJkFJcqI",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
RT @FatimahAlhamlan: The Joint Committee on Vaccination and Immunisation (JCVI) has issued advice to the UK government on the use of the co…,2021-05-09 18:20:22,naif_khalaf,Riyadh - Oxford,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Garland

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:22]",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Frisco

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:22]",2021-05-09 18:20:22,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Fort Worth

Registration link:… https://t.co/T4LQdQqjcA",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Flower Mound

Registration link:… https://t.co/xQK065xbQt",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"And just to reiterate, J&amp;J have never developed a vaccine. https://t.co/WnhlHYtGTj",2021-05-09 18:20:21,scam_covid,,vaccine
RT @prettycritical: the CDC 100% waited to admit what scientists around the world understood more than a year ago until we had the vaccine…,2021-05-09 18:20:21,sudowood0,Southern Paiute Land,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Denton

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:21]",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Dallas

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:21]",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Carrollton

Registration link:… https://t.co/ZHB3m7GdFo",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"RT @mrpnewton: Sad day, my oldest son Aunty died of Covid 10 days after she got her first Vaccine. Very sad.😔",2021-05-09 18:20:21,tumamamisoplo,Dateland Arizona,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Arlington

Registration link:… https://t.co/IVgNUnGLzr",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Allen

Registration link: https://t.co/CL98lBq9WA

[09-05-2021 13:20:21]",2021-05-09 18:20:21,FindAVac_DFW,TX,vaccine
"@Hardip_nirvana @KirstieMAllsopp Trust science, the vaccine has done its job. Go by data not dates. It’s time to return to FULL normality.",2021-05-09 18:20:21,DMCG1991,WS,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Universal City

Registration link:… https://t.co/OzHu6o3l03",2021-05-09 18:20:21,satx_vaccinebot,San Antonio,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Schertz

Registration link: https://t.co/dFHy2gijrE

[09-05-2021 13:20:20]",2021-05-09 18:20:20,satx_vaccinebot,San Antonio,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Fair Oaks Ranch

Registration link:… https://t.co/EBsSgZ09yp",2021-05-09 18:20:20,satx_vaccinebot,San Antonio,vaccine
"New available appointments detected!
Provider: CVS Pharmacy
City: Castle Hills

Registration link:… https://t.co/cjBDqaD8EQ",2021-05-09 18:20:20,satx_vaccinebot,San Antonio,vaccine
"RT @Reuters: Prince Harry and Meghan, the Duke and Duchess of Sussex, led an all-star line-up of international music and film stars to rais…",2021-05-09 18:20:19,julietn89,,vaccine
"@wallacemick Cough* Cough* Hindus &amp; Sikhs in Pakistan
Cough* Hindus in Kashmir
Cough* Hindus in Bangladesh
Cough*Co… https://t.co/jvEVxS76kV",2021-05-09 18:20:19,Vishal29058151,"London, England",vaccine
"@maddoxstreetboy @carolecadwalla Lucky others did. Guess who made the vaccine? 

(Clue; it wasn't amateurs who'd do… https://t.co/2pE6Y3E0I3",2021-05-09 18:20:19,tinkerbelldeliv,United Kingdom,vaccine
"RT @aslavitt46: VACCINE UPDATE: 3 states now have 70% of adults with at least one dose.

Hawaii
Massachusetts
Vermont

#ListsYouWantToBeOn",2021-05-09 18:20:19,AnalystHealth,United States,vaccine
"RT @atebbel: Ok, I think vaccine skepticism is very stupid but this one feels most likely to be a trap.",2021-05-09 18:20:18,ConnorRooke,Massachusetts,vaccine
I got my Pfizer vaccine about 2 hrs ago. Started to feel like shit,2021-05-09 18:20:18,tomcat23ta,"Old Forge, Pa",vaccine
"@Ckm_Dist_Police 
If we have appointment for doctor or vaccine , can we use our vehicle or not,  if yes what to sho… https://t.co/cmND7jS5Jw",2021-05-09 18:20:18,ShivakuamrNayak,Bengaluru,vaccine
"RT @21WIRE: We'll be LIVE in 3 hrs time at 5pm UK/ 12pm EST - with a very special guest, the great DR VERNON COLEMAN. 

I'm looking forward…",2021-05-09 18:20:17,SeicheJohn,,vaccine
And you thought it was the covid vaccine which made your hair grow https://t.co/fmwELny0Zq,2021-05-09 18:20:17,DerekSymonds1,,vaccine
@My3Alexandra My 3 year old getting vaccinated with an EUA vaccine is the hill I will die on!,2021-05-09 18:20:17,MeredithTesch,,vaccine
"@prettycritical Not a coincidence that this happens just after daily vaccination numbers begin to drop, and just be… https://t.co/GjQzjzBXwD",2021-05-09 18:20:17,percyhoward_,,vaccine
"RT @apexworldnews: DENMARK: Protest in Aalborg against the Coronapass, vaccine passport which is mandatory in order to gain access to resta…",2021-05-09 18:20:17,Rasmosus,Denmark,vaccine
"RT @GlobalNamati: We join Prince Harry and Meghan, Duke and Duchess of Sussex, Selena Gomez, and @glblctzn in their call to correct #vaccin…",2021-05-09 18:20:17,ongeso,"Nairobi, Kenya",vaccine
"RT @OpIndia_com: Condemning first world countries for blocking vaccines to other countries, President Macron said that the immediate priori…",2021-05-09 18:20:16,AJAYKUM70347445,,vaccine
RT @mqsvn: why they heating up my vaccine on a spoon,2021-05-09 18:20:16,PapaRyboy,Grand Line,vaccine
"RT @kaushikcbasu: India is the world's largest vaccine producer. It is therefore a sad statement on governance that, in terms of percentage…",2021-05-09 18:20:15,limelighttt,"Münchenbuchsee, Schweiz",vaccine
@RaceFan389 @TheCircus_Bear @FOX13News Unfortunately vaccines save lives including this one. Fox news has promoted… https://t.co/sgogSY3i1l,2021-05-09 18:20:15,bigtio67,"Florida, USA",vaccine
@Seannumber7 @RodPincher @UKCovid19Stats If you can provide me with real data and not a news article story about 15… https://t.co/mXxpsMSBtg,2021-05-09 18:20:15,WiIIiamTheGreat,Plague island ,vaccine
"RT @ArunKohli_1: @ByRakeshSimha Unfortunately, many Indians are still in the colonial frame of thinking: elsewhere is better.
I am 65 regis…",2021-05-09 18:20:15,ABHiJOS16324760,,vaccine
RT @EWoodhouse7: Oooo. OHSA says employers who mandate the vax for employees have to report any averse reactions as workplace events. This…,2021-05-09 18:20:14,StewbieDoobyDo,,vaccine
RT @ShashiTharoor: Why is the government not spending the 35000 cr allocated in the budget and instead passing the burden of vaccine costs…,2021-05-09 18:20:14,shajikurian,"San Francisco, CA",vaccine
RT @StellaParton: @MarshaBlackburn @POTUS @GovBillLee Are you out of your mind completely Marsha? You act as if the rest of us need your ly…,2021-05-09 18:20:13,ewindham3,,vaccine
@mahobili @OfficialNcoc I'm pretty sure those are vaccine boxes that have been repurposed/recycled.,2021-05-09 18:20:13,UncleFu,"Islamabad, Pakistan",vaccine
RT @districtai: Want to increase vaccine uptake?  Fire Dr Fauci.,2021-05-09 18:20:13,BanffRachel,,vaccine
"RT @Leenich: @StellaParton @MarshaBlackburn @POTUS @GovBillLee Of course she got the vaccine, she just don't her voters to get it.",2021-05-09 18:20:12,ewindham3,,vaccine
RT @kare11: Minnesotans can now walk into any of nine state community vaccination sites and get immunized against COVID-19 without an appoi…,2021-05-09 18:20:12,emcdermott21,"Lawrence, KS",vaccine
"RT @thewire_in: ""Why, many ask, are elections of any kind, anywhere, matters of life and death for the right-wing?

This is a question that…",2021-05-09 18:20:12,Geetha_k9,"Hyderabad, India",vaccine
"RT @GlobalNamati: We cannot correct the structural injustices that undermine vaccination uptake in a week,a month,or even a year. But we ca…",2021-05-09 18:20:11,ongeso,"Nairobi, Kenya",vaccine
RT @steve_hanke: President Biden has endorsed an intellectual property waiver at the @WTO for Covid vaccines. This will take patents &amp; lega…,2021-05-09 18:20:11,Judah59752611,,vaccine
"RT @SidShirole: Only 2700 (18-44 years) &amp; 11100 ( 45+) will receive #Vaccination Shots tomorrow in #Pune.
The lack of transparency from Sta…",2021-05-09 18:20:10,aniketkoshti1,"Sangli, India",vaccine
"RT @NumbersMuncher: Person hesitant to get COVID vaccine: I don't trust that it is safe so I'm not going to get it.

Erie County: You get a…",2021-05-09 18:20:10,tsykoduk,elsewhen,vaccine
"@putey_pute @Repinerator @VMSwiderski Yes. Some vaccinated person might show you their vaccine card and stab you, r… https://t.co/vmuhn1sArP",2021-05-09 18:20:10,libertarianista,London,vaccine
RT @pattymo: Under the whale in the Natural History Museum has been dethroned as coolest vaccine site,2021-05-09 18:20:09,AdrianHemond,,vaccine
RT @thatsal49868227: Remember that thing about getting the polio vaccine and then not getting polio. https://t.co/bJe26lGEH2 https://t.co/K…,2021-05-09 18:20:08,Nartist,,vaccine
"RT @NYGovCuomo: Vaccination Update:
 
60.0% of adult New Yorkers have received at least one vaccine dose and 48.4% have completed their vac…",2021-05-09 18:20:08,MarioJHerrera1,,vaccine
@brainbootcamp @GidMK The vaccine has effectively stopped hospitalization for vulnerable people or grandparents.,2021-05-09 18:20:08,wildingb,,vaccine
@nsitharaman @ANI @PIB_India @PIBKolkata All are well apart from the matter of frontline warrior. Do you know Nirma… https://t.co/fSg1AkdQ1z,2021-05-09 18:20:08,Bhaskar33640435,,vaccine
"RT @Reflexospuros: 🚨 VACCINE APPS🚨⁉️ POLL

🔥One of the most important 
       questions of your life🔥

COVID 19 vaccine verification via mo…",2021-05-09 18:20:08,Nabilaoujja2121,,vaccine
"RT @Gobi_Faizi: The ""vaccine make women infertile"" debate in Pakistanis prove that if they had to choose between saving their woman's life…",2021-05-09 18:20:07,RoccoTDon,"Lahore, Pakistan",vaccine
"RT @DocJeffD: “I’m young, healthy &amp; at low risk of Covid. Why not take my chances with that rather than get a rushed vaccine? The experts w…",2021-05-09 18:20:07,drbatman,,vaccine
"RT @ajitdatta: Pakistan accepts Article 370 is India's internal matter.

US State Department finds Beijing was considering the military pot…",2021-05-09 18:20:06,Vision20219,,vaccine
"RT @EdTubb: 12/n Yes, I think it's shocking and appalling that you had a better chance with our vaccine rollout if you or someone you love…",2021-05-09 18:20:06,lmv6719,"East Gwillimbury, Ontario",vaccine
Had a great time praying with community getting the Covid vaccine today in Dove Springs! https://t.co/i9wirv14Hp,2021-05-09 18:20:06,HungryforGodATX,"Austin Tx (DelValle, Garfield)",vaccine
RT @TimJDillon: Cases have plummeted. You can get the vaccine at grocery stores. It’s time to open up restaurants and comedy clubs up at fu…,2021-05-09 18:20:05,ErichHofmann3,"Florida, USA",vaccine
I think the age of 2-18 years of people should be jabbed by inactivated virus vaccine rather than active virus vacc… https://t.co/9aC8hCwF2J,2021-05-09 18:20:04,ozone_remix,,vaccine
@ethicalsid @ArvindKejriwal @msisodia will mass produce vaccine at @AamAadmiParty office from tonight to solve Indi… https://t.co/xL7sly41De,2021-05-09 18:20:04,harsha_nanaiah,,vaccine
"Leading by example, the president of @BlackHealthCAN, Paul Bailey, roled up to get his vaccine @JCA_Ontario!… https://t.co/ROmmllAr3o",2021-05-09 18:20:03,AudreyCelene15,"Brampton, Ontario",vaccine
"Are you looking for information on 💉 vaccines and @WorldBank response? 

Check out this fact sheet for all the info… https://t.co/OsoRuf0KJK",2021-05-09 18:20:02,WBG_Health,"Washington, DC",vaccine
"Jamaica - Minister without Portfolio in the Ministry of National Security, Matthew Samuda, is disenchanted at COVID… https://t.co/PnxmLUHSJc",2021-05-09 18:20:02,Prison_Health,"Honolulu, Hawaii",vaccine
"RT @DPJHodges: Big problem for Labour In Batley is whenever the by-election is held, the Boris ""vaccine boost"" is likely to be even more si…",2021-05-09 18:20:02,t_pressland,,vaccine
"RT @CBCMorningLive: ""Anybody who has the opportunity to get the vaccine should as soon as they can."" 15-year old Juniper Falvo got her firs…",2021-05-09 18:20:02,AAmitey,"Dothan, AL",vaccine
"We could have had additional 6 crores #vaccine doses of India wouldn’t have exported to other countries. 

Vaccine… https://t.co/ES7nwN171U",2021-05-09 18:20:01,meyvun,India,vaccine
@mybmc You announce vaccine booking will start after 8 pm. Why IIT Bombay vaccine slot booking opened at 10 pm. Sho… https://t.co/a33EpyVP5i,2021-05-09 18:20:00,amitami72759766,,vaccine
@zelinskj @CNNPolitics Me a headache and sniffles. Now if you are in the high risk category than yes I would recomm… https://t.co/jkbYmGOJYW,2021-05-09 18:20:00,wokewakeup,,vaccine
