text,date,user,location,keyword
@Susan88846378 @jilicious Unfortunately you've taken a very serious risk with a strong likelihood you could be dead… https://t.co/7V6JrYOSnH,2021-05-15 18:49:43,Monsoon_Mike,"Peterborough, England",corona virus
"Break The Chain UV sanitization box helps to stop the spread of corona virus when it's used properly at home, shops… https://t.co/WBvJsgo5Sl",2021-05-15 18:49:32,SekarYW,"Chennai, India",corona virus
@stufflistings @harshu_limbani *Warning* RADHE movie is even deadlier than CORONA virus. Stay safe and protect your… https://t.co/HHpOgrtOmC,2021-05-15 18:49:01,PJha8522,Delhi/SiddharthNagar,corona virus
"RT @ProgressiveAjit: @INCMaharashtra When Blaming Modi 
people including INC RahulGandhi forget main Culprit is CHINA where CORONA originat…",2021-05-15 18:48:57,MoNazLife,,corona virus
RT @anchalbhatiaa: My friend's father is in need of funds for his Coronavirus treatment being done in a private hospital in #Nagpur. It is…,2021-05-15 18:48:50,atular20,Where the Mind is Without FEAR,corona virus
"RT @Karamjot_Singh1: Nation is fighting with Corona Virus, PM Modi and his Team is busy in Protecting the false Concocted image with the fa…",2021-05-15 18:48:49,nk1676,,corona virus
"@ashoswai Swine flu guy
You are more deadly than corona virus
The right place for you is prison",2021-05-15 18:47:43,SamirRa99244281,,corona virus
are you fucking kidding me?! even when we are freaking corona virus as well 🙄 https://t.co/Cqh8zqK3v3,2021-05-15 18:45:54,certi_jude,he/him 19,corona virus
RT @scpphicpoets: hello everyone. please rt #HelpNepal tweets so that it can reach a bigger audience. Nepal needs help. https://t.co/3Vl9Nt…,2021-05-15 18:44:49,_kruiz1,blm • abolish ice,corona virus
@atlovelovelove @rlamartini Thank you! No one should be shamed either way. There are people with compromised immune… https://t.co/2QNWNM17bA,2021-05-15 18:44:47,Danniedean5,,corona virus
"A tough choice between Chelsea and corona virus,I choose coronavirus and total lockdown!#FACupFinal https://t.co/boFvpV9OC7",2021-05-15 18:44:35,TheanangAs,"Nairobi, Kenya",corona virus
"@AdrianoMazzola I like it, but you can not compare them, the globe is the Mother of all lies ever, then we have "" I… https://t.co/NeU5JYX87J",2021-05-15 18:44:15,Cryptonk2,,corona virus
"RT @VellarDukunde: The LORD has continued to establish the Stripes of the ones walking on earth!
Look at #TheShockingFulfilment of the Aust…",2021-05-15 18:43:11,JohnMbu10313210,,corona virus
"RT @airnewsalerts: A total of 6,430 new confirmed cases of #Coronavirus infection reported in Delhi during the last 24 hours, taking the to…",2021-05-15 18:42:54,Mahesh69633660,"London, England",corona virus
"RT @TamilSpaces: Info from this space.

Thymus activity in babies protect them against the virus effects. They will have enough antibodies…",2021-05-15 18:42:27,I_Pradeep_7,"Chennai, India",corona virus
"Info from this space.

Thymus activity in babies protect them against the virus effects. They will have enough anti… https://t.co/9MfFUFKbfP",2021-05-15 18:42:12,TamilSpaces,planet 🌎,corona virus
RT @ChristineGitau2: @BaHappuch I fear the territory we have entered into. There are different plagues all released by the MOST REVERED MOS…,2021-05-15 18:42:09,TresorKra,"Maryland, USA",corona virus
A 65 years lady who has been tirelessly working from day to night in order to keep deadly corona virus at bay from… https://t.co/kCLQ4qnDdg,2021-05-15 18:41:22,soumyasym,"Kolkata, India",corona virus
is that a corona virus refrence,2021-05-15 18:41:19,LawnmowerPolice,portugal simulation,corona virus
"In Australia the judgements of the LORD are running in parallel 
. CORONA VIRUS 
. RODENTS 
#TheShockingFulfilment… https://t.co/xbSIcwnPHk",2021-05-15 18:40:38,PicotyChelangat,Kenya,corona virus
"RT @Workingboxwali: Doston, humans weigh 60 kilo plus. Corona virus is practically weightless. Just because Corona wants to kill us, should…",2021-05-15 18:40:02,Abhishe87860842,,corona virus
@JudgeJeanine You forgot to mention he killed all those people and claimed you was Corona virus. Cuz Donald Trump s… https://t.co/p8liDd7xDi,2021-05-15 18:39:52,OtisLand6,,corona virus
So many jhaadis...future of humanity is grim. With this one kind of virus popping up every second like corona...hum… https://t.co/9fyXGmezNV,2021-05-15 18:39:05,Bumblebeejump,,corona virus
@NitishK20007621 @hzmshah @Nihalgandhapu @azriZ13 @IDF AND YOUR COUNTRY RN BATHING WITH COW SHITT💩 TO CURE THE CORO… https://t.co/x3DjgsQswQ,2021-05-15 18:38:58,ChocorollIpang,Malaysia,corona virus
"RT @nimmasuresh: Just loved this statement from the AIIMS doctor ...

 *."" This virus (Corona Virus)  has a very big ego, he will not come…",2021-05-15 18:38:46,SaikiranKubiha1,,corona virus
"Religious extremism is more contagious than corona virus.
It should be abolished .
#StateMustStopExtremists",2021-05-15 18:38:34,tariqahmadwzr,"مقبوضہ وزیرستانHell ,Lahore,Pk",corona virus
RT @Marco_Acortes: Corona virus....its coming,2021-05-15 18:38:27,VenkatGiri9,Pune,corona virus
"We donted 1 billion dollars so far , the whales don’t like that , this is the real people’s coin ! What did doge do… https://t.co/0G2PqhMAWg",2021-05-15 18:38:03,NotoriousCalvin,"Massachusetts, USA",corona virus
"@Ms_Bernadette @magdyfouad2011 And yet, they deny being the source of Corona Virus!!",2021-05-15 18:37:50,BigNoFahad1,,corona virus
RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…,2021-05-15 18:36:53,Trix_Eater,,corona virus
"@CNSA_en So, spread the corona virus there also. No one should remain in the universe 🙂",2021-05-15 18:36:02,itzsravana,Hyderabad,corona virus
@nitin7912 @jdhankhar1 @ShefVaidya @MamataOfficial @narendramodi @HMOIndia @AmitShah @rashtrapatibhvn Modi ke murkh… https://t.co/A4tHdC5zY1,2021-05-15 18:35:57,Rakeshk54452475,,corona virus
"RT @NilonjitGain: While the state government is announcing a partial lockdown to defeat the Corona epidemic in WB, the representative of th…",2021-05-15 18:35:57,QueenShilpafan,,corona virus
@BaHappuch I fear the territory we have entered into. There are different plagues all released by the MOST REVERED… https://t.co/OcLQzbpj9X,2021-05-15 18:35:54,ChristineGitau2,"Limuru, Kenya",corona virus
"RT @ampeebee: Thank you @arijitsingh @Atmojoarjalojo  for your kindness
Please keep doing the good work for common people like us
We are gr…",2021-05-15 18:35:20,SGianShovon,"Kolkata, India",corona virus
RT @marykagwy319: THE ONE WHO PROPHESIED THE DEADLY CORONA VIRUS PROPHESIED ALSO THE INVASION OF AUSTRALIA BY MILLIONS OF MICE. NOW SEE  #T…,2021-05-15 18:34:11,JohnMbu10313210,,corona virus
THE ONE WHO PROPHESIED THE DEADLY CORONA VIRUS PROPHESIED ALSO THE INVASION OF AUSTRALIA BY MILLIONS OF MICE. NOW S… https://t.co/HrviQYZFgy,2021-05-15 18:33:53,marykagwy319,Kenya,corona virus
"RT @Deshysmalls: The scariest thing about this Corona Virus is that you being careful is not enough, because your survival also depends on…",2021-05-15 18:33:50,olukayblark,Minas Tirith,corona virus
"RT @heemanshuchauh2: Another virus
It was written by The Hindu news paper he is another virus for our society who is more dangerous that #C…",2021-05-15 18:33:11,Hsrivastavaaa,"Noida, India",corona virus
"RT @freemarketUP: true accountability needs to be set , 

what was kejriwal doing with health or when spike was visible ?

what was best cm…",2021-05-15 18:33:10,avs_IND,"New Delhi, India",corona virus
RT @MohiniP84443265: NOW A TIME WE ARE FIGHTING FROM CORONA VIRUS . IN INDIA THERE'S OXYGEN PROBLEM AND ADITYA BIRLA GROUP CUT 2.15 LAKHS T…,2021-05-15 18:32:53,vikashk57946737,"Nalanda, India",corona virus
"003: Escaping Catania Before Italy Closes Its Borders 🇮🇹
⁠⠀
The Corona Virus Chronicles (Week 3) with Lora Pope &amp; A… https://t.co/xP0L2hnL3N",2021-05-15 18:32:20,travelhorrorpod,Toronto ,corona virus
@CFCGiannis_ @ChelseaFC Chill out we just need to have the game off our lives against city and hope there whole clu… https://t.co/WgZTqFZnPx,2021-05-15 18:32:02,JshhR6,"Leeds, England",corona virus
"true accountability needs to be set , 

what was kejriwal doing with health or when spike was visible ?

what was b… https://t.co/zS0FQOEwOW",2021-05-15 18:31:58,freemarketUP,Middle earth,corona virus
RT @Imtiyaz69323954: Strict lockdown continue in #Srinagar amid corona virus. https://t.co/DPQnemckyV,2021-05-15 18:31:32,Imtiyaz69323954,,corona virus
"https://t.co/l4naNv4JGb
Requesting you all to watch this video by UN Chief on how to declare a war on Corona virus 🙏 https://t.co/T0N7Sy7ax0",2021-05-15 18:31:12,Siddhi28691886,,corona virus
"#TheABSTribeExperience ""HOW THE CORONA VIRUS IS AFFECTING YOUR MONEY"" https://t.co/ncJ5NJm0LO c/o @jaketjacobs… https://t.co/5kQNfRrKc6",2021-05-15 18:30:05,ABSTribeNetwork,Online,corona virus
just got fucking whiplash from dina saying the words corona virus what the fuck,2021-05-15 18:29:24,curioustxme,she/her | 18,corona virus
"To be fair Japan is also dealing with the Corona virus, so that's fair. It's not like things are back to normal. https://t.co/W7nzNTQw0u",2021-05-15 18:28:25,ArrowInTheNii,Texas,corona virus
i tell you alejandrino ghetto are terrorists and were the ones that spreaded corona virus they wanna end this world with their rage,2021-05-15 18:28:10,BanksGiveMoney,"Guaynabo, Puerto RIco",corona virus
RT @Ranika35973529: #cancelclass12thboardexams2021  gov think that class 12 students not affect by corona virus https://t.co/jSn3GzCb6g,2021-05-15 18:27:54,Jaisoni9701,,corona virus
"RT @VellarDukunde: Right now the earth is witnessing #TheShockingFulfilment of three Major Prophecies concurrently!

⭕The Corona Virus - Pr…",2021-05-15 18:27:51,abby_kra,,corona virus
"RT @Mohamme06573421: Corona Virus Movie Trailer 😎
7am arivu movie 🎦 Edited Version
@Suriya_offl Anna Fans Watch this video Link 👇 Do Not Mi…",2021-05-15 18:27:49,AyanDeva123,"Chennai, India ",corona virus
"RT @Big_Headers: This brief talk by @peterjukes nails the callous attitude of the Johnson Govt to Corona virus, and the reason for the high…",2021-05-15 18:27:16,DinhamDoris,,corona virus
"The LORD has continued to establish the Stripes of the ones walking on earth!
Look at #TheShockingFulfilment of the… https://t.co/vqTb2JbTs3",2021-05-15 18:26:44,VellarDukunde,Burundi,corona virus
What if there’s a 7th or something wave of the corona virus where people turn into zombies.,2021-05-15 18:26:43,rakshitaa___,,corona virus
"RT @2_proceed: @DrRPNishank 

Dear sir

Sir kuch bacche corona positive nikle hai. Meri apse ye appeal hai ki 12th class ke paper cancel ki…",2021-05-15 18:26:31,Rajan96914486,,corona virus
@AshishSinghLIVE Why modi government  failed to estimate the severity of corona virus. This govt is responsible for… https://t.co/ypo0DJdqC6,2021-05-15 18:25:37,Vinayak18046740,"New Delhi, India",corona virus
"@DrRPNishank 

Dear sir

Sir kuch bacche corona positive nikle hai. Meri apse ye appeal hai ki 12th class ke paper… https://t.co/TbgXrys7yF",2021-05-15 18:25:18,2_proceed,,corona virus
Corona Virus is happy at Wembly Stadium.  #FACupFinal #Wembly,2021-05-15 18:23:26,MeniLoye1,Windhoek,corona virus
@hobijinjin2 @xochdv @kondaresto @Nvader @womenpostingws Its also during the corona virus pandemic lmao. Buying you… https://t.co/OjCc7Mxh2Q,2021-05-15 18:22:38,TheRoosterKingu,"Cleveland, OH",corona virus
"We all are used to the depiction of Corona virus (ball with thorns) only now..30 yrs ago, Rajinikanth successfully… https://t.co/14QuzdDLpD",2021-05-15 18:22:38,lalitsinghania_,Mumbai,corona virus
RT @JohnMcGlynn: Very true. And we have a Govt in Edinburgh that doesn’t condemn mob rule breaching corona virus rules !! Utterly shocking.,2021-05-15 18:22:20,moregrass511,,corona virus
"@htTweets I can understand Sex Workers, but Jail inmates? What on Earth will anybody go inside the jail to take in… https://t.co/BtNZlFwzXT",2021-05-15 18:22:06,PotliBaba1,,corona virus
Antarctica might want to dream of Corona Virus vaccine forever.,2021-05-15 18:22:00,adventuremotive,,corona virus
"RT @navas_bangod: @RahulGandhi @niostwit @ProfSarojSharma 
#niosexam2021
#promotewithgoodmarks 
#promoteniosstudents 
Please it's a huge re…",2021-05-15 18:21:08,45HM1T,India,corona virus
"RT @NavasshareefKa1: @anubha1812 @niosunion @niostwit @ProfSarojSharma 
#niosexam2021
#promotewithgoodmarks 
#promoteniosstudents 
Please i…",2021-05-15 18:21:00,45HM1T,India,corona virus
@FROMKALYUG @ankitsar25 @Astaavkr_ @ohi__kudi Thanks very much swami ji and with good night sweet dreams or aapna d… https://t.co/MDDulPEWoH,2021-05-15 18:20:06,nareshkumar0401,,corona virus
"RT @m090911920183: @dinesh_sir @niostwit @ProfSarojSharma 
#niosexam2021
#promotewithgoodmarks 
#promoteniosstudents 
Please it's a huge re…",2021-05-15 18:19:59,45HM1T,India,corona virus
"RT @VishvjeetPate18: @EduMinOfIndia #promoteniosstudent12thclass #cancelnios12thclass
#promoteniosstudents 
This is corona virus.... If you…",2021-05-15 18:19:56,45HM1T,India,corona virus
@Melt_Dem Corona virus must be thinking - they dont need me - they will fight and extinct themselves.,2021-05-15 18:19:52,thetechiemegan,United States,corona virus
"RT @VinaySo01871436: @ashokgehlot51 

Sub--:To Promote the students of class 10 &amp; 12.
Sir With Respectfully  .Sir due to more increasing ra…",2021-05-15 18:19:40,madhuri06605619,,corona virus
"Fuck you corona virus! 

That roar from the crowd! 😍 https://t.co/SUoabxFfCL",2021-05-15 18:19:37,KingKosser,,corona virus
RT @RedWhiteBlue4Me: @CattHarmony @GrammyTammyMAGA Masks pushed by Dems to hide rioter faces &amp; keep fear of corona up for mail vote fraud.…,2021-05-15 18:18:50,Nob0dy16Nob0dy,Millenium Falcon's restroom,corona virus
Truth when reviewed you will see more than one person is dead due to corona virus covid 19 situation and health reasons....,2021-05-15 18:18:39,cavy301,India,corona virus
"RT @clumsypoo: One might have gotten used to the word ""corona"" bt the virus! 
Its a deadly war with the virus. We might have gotten weaker…",2021-05-15 18:18:26,zephyr03,,corona virus
"@Udhaystalin anna We can use Shipping Containers for patients treatments who are affected by Corona virus.
For each… https://t.co/bL8VC43iie",2021-05-15 18:18:03,_Prince_Prakash,Chennai,corona virus
@zlj517 Covid 19 (Corona Virus) is a Chinese Virus or Wuhan Virus. China is a curse to the world @ndtv  @_Aaj_Tak… https://t.co/LSwa8NZdVK,2021-05-15 18:18:02,Anuj_265,"Gorakhpur, India",corona virus
"Its a happy feeling seeing fans back
Tired of listening to fake sounds of fans over a live football match

The boo'… https://t.co/xObNGD1jBM",2021-05-15 18:17:16,chayxe,Garden Of Eden,corona virus
Thank you for propagating message to masses.Hon PM is also of the opinion to use cotton bag in place of polythene b… https://t.co/bZWuHg0Oyi,2021-05-15 18:17:16,DrUdayRoman,"Bhopal, Madhya Pradesh, India ",corona virus
RT @_ShubhamGaur: Any wedding photographers here? Ex Uttarakhand CM needs you to do a pre wed shoot of living organism corona virus.,2021-05-15 18:17:01,Ritika_Dhull,"New Delhi, India",corona virus
"Most people don’t realize this, but they never really proved the existence of the “novel corona virus” even 🤷🏻‍♂️
I… https://t.co/cxzNrLvyJy",2021-05-15 18:17:01,StoneSculptorJN,⚡Near & Far ⚡️ Canada,corona virus
"RT @Navayan: Caste virus and Corona virus.
County has become breathless due to 2nd wave of Corona virus. 
But, feminist professor Seema Sin…",2021-05-15 18:15:39,dakhode_shashi,,corona virus
"RT @perspicacious_g: Wokes are so obsessed with taking stand for anti-India forces, now fighting for the rights of corona virus is only lef…",2021-05-15 18:15:13,SaffronOmbre,wdy even care? ,corona virus
RT @MirMAKOfficial: @antonioguterres You are concerned about a virus that is around for just 18 months but you are silent about a virus of…,2021-05-15 18:14:59,M1Pak,"Lahore, Pakistan",corona virus
@advocate_alakh Islam is virus dangerous than AIDS and corona,2021-05-15 18:14:52,ChanderShamsher,,corona virus
RT @Informationspn: @dmshopian applauds public for adhering to SOPs &amp; religiously observing corona curfew in letter and spirit public has h…,2021-05-15 18:14:48,naturals_m,"Srinagar,Jammu And Kashmir",corona virus
"The earth will never remain thesame any longer, unless the church repents and turn away from sin.

The devastating… https://t.co/tEGJv5lS47",2021-05-15 18:14:29,CallMeJackson01,Kampala,corona virus
"Failure of Kovid test certificate spicejet crew heavy, spent 21 hours in the aircraft https://t.co/7miyGTlbme",2021-05-15 18:14:08,TIMES18News,India,corona virus
"RT @UjjwalSingh146: We are the future not the transporter of corona virus.
We request @myogiadityanath @myogioffice @DrRPNishank please do…",2021-05-15 18:13:52,Shivang39259732,,corona virus
"RT @SumitVerma2003: The exam should be canceled.Otherwise, tell the roadmap to the student what the government is thinking. If you are thin…",2021-05-15 18:13:45,SumitVerma2003, India,corona virus
"#FACupFinal

So there is no Corona virus in Britain? I see fans all over the stadium. Why Kaizer Chiefs doesn't do… https://t.co/2u6Tim080L",2021-05-15 18:12:55,Munyai_Gundo_,Johustlerburg,corona virus
"RT @itisprashanth: Original Venus 4400 mask .Gives u ample protection frm the corona virus.ISO and CE certified . 

My duty 2 supply this g…",2021-05-15 18:12:27,VVarsaa,,corona virus
India is in very dangerous situation because corona virus spreading everywhere in India. we need lockdown atleast till middle of June month.,2021-05-15 18:11:37,cerestouch,"New Delhi, India",corona virus
My humble appeal to all government pls  don't play number game   it's toughest time .now Corona virus  in every vil… https://t.co/Ky5sZWrb70,2021-05-15 18:11:31,MantriPrabhat,,corona virus
"RT @SActivist20: This Corona Virus Is Also Feminist,

On Daily Basis We Have Seen News &amp; Mostly Death Number's Are Increasing Are Mainly Ma…",2021-05-15 18:11:27,MensRight5,,corona virus
@narendramodi A fact about this corona 🦠: One cannot guarantee one's own survival irrespective of all the medical c… https://t.co/WgM2nmzuuY,2021-05-15 18:11:20,sanjaybg24,,corona virus
RT @nnarasimharao: @flipkartsupport It's like China and Corona virus saying...be safe...#Boycottflipkart,2021-05-15 18:10:56,HepcNithya,,corona virus
"RT @hafeezsays_: Nature is testing us hard and harsh. With Lockdown in affect again for 2nd wave of Corona Virus, We have started distribut…",2021-05-15 18:10:21,azadsubhani,"New Delhi, India",corona virus
@JBlazeFromSpace If you educate yourself on the particle size of an airborne corona virus and what ability a mask h… https://t.co/IzmO1j7Ez6,2021-05-15 18:09:37,ngwldim,,corona virus
@JeevaRa97437515 @disclosetv Seriously dude?  Cows dungs work as a remedy for Corona Virus in India? 😂😂,2021-05-15 18:09:17,RehmanHazrat,"Barcelona, Spain",corona virus
RT @RahulGandhi: The Corona Virus is an extremely serious threat to our people and our economy. My sense is the government is not taking th…,2021-05-15 18:08:30,Rishu_says,"New Delhi, India",corona virus
RT @Hugorelly: Japan is in a state of emergency because of Corona virus. Many people there do not want the Olympics to be held this July.…,2021-05-15 18:07:13,MarianMallon,London,corona virus
"RT @thePiggsBoson: Please help us. We need donations, no matter how small. The collected sum will be allocated to agencies working tireless…",2021-05-15 18:06:41,SantaDas2,,corona virus
"Is Corona virus a biological weapon being used against right wing leaders, inimical to chinese interest?… https://t.co/ufpLReX797",2021-05-15 18:06:18,SN_VERMA,,corona virus
"@RameezINC When Blaming Modi 
people including INC RahulGandhi forget main Culprit is CHINA where CORONA originated… https://t.co/99oeE4yS57",2021-05-15 18:06:16,ProgressiveAjit,,corona virus
"@INCMaharashtra When Blaming Modi 
people including INC RahulGandhi forget main Culprit is CHINA where CORONA origi… https://t.co/l1Wax8rud5",2021-05-15 18:05:24,ProgressiveAjit,,corona virus
"RT @renaissance_atm: Predictive Programming
Corona Virus 👁️🦠 
(thread...) 

help me add to the list - anything I'm forgetting? 

(2012 Lond…",2021-05-15 18:04:42,lynxeffect84,,corona virus
"RT @CMOGuj: CM Shri @vijayrupanibjp convened a high-level meeting of COVID-19 Task Force including doctors, GBRC scientists, ministers and…",2021-05-15 18:04:35,RatnabhaiDesai,,corona virus
"Right now the earth is witnessing #TheShockingFulfilment of three Major Prophecies concurrently!

⭕The Corona Virus… https://t.co/AJvOmJYahE",2021-05-15 18:04:33,VellarDukunde,Burundi,corona virus
@hazthesaz @AirellRezell Miss Corona virus is watching 🤭,2021-05-15 18:04:32,wnaryy,SA,corona virus
"How to Prevent Corona Virus from Spreading...
Steps to follow: 
#vforce #UNV_India #weareinthistogether #covid19… https://t.co/U2f1DAqus0",2021-05-15 18:04:20,snehajit123,"Kolkata, India",corona virus
Got the COVID vaccine today. Want to urge everyone to get vaccinated ASAP whenever you get the opportunity. We'll w… https://t.co/2sVxSNqWvE,2021-05-15 18:04:00,Champ_abhi29,,corona virus
The father of one of my colleague's is admitted in ICU cause of COVID and his condition is very severe. Please plea… https://t.co/rlwfg3Bd6k,2021-05-15 18:03:56,ofburntromances,,corona virus
"RT @alok_bhatt: Perhaps one day @dhume will calculate no of attempts by American media/ commentators like him,to stonewall attempts to fix…",2021-05-15 18:03:47,Gibrin89,,corona virus
"Started when W.H.O. Told everyone to ignore Dec 2019 warning from Taiwan.
Then described as MILD FLU.
Said not air… https://t.co/GbaaKDwq4G",2021-05-15 18:02:56,NiborRedman,,corona virus
RT @Drsheikhamina: Now we have anti corona virus 🦠 beds 🛌 available in the market 😂 https://t.co/XzVooo9HWf,2021-05-15 18:02:47,za_zarka,"Jammu , Kashmir ,Bangalore ",corona virus
"@RubberD01 @meddiebaddie the problem is, this speech took place in 2016.  Now if you want to climb out of your box,… https://t.co/2ThhiGjVRv",2021-05-15 18:02:47,bcox64,I Abide in His Name,corona virus
"RT @GraceSemenye: THE MIGHTIEST MIGHTIEST PROPHETS prophesied these plagues and they were fulfilled. 
- Zika Virus
- Locust
- Corona Virus…",2021-05-15 18:02:31,Loved_AnneMarie,"Gatineau, Québec",corona virus
"Corona virus live update #COVID19 #COVID19India #coronavirus #CoronavirusIndia 
https://t.co/i1vydbpGw5",2021-05-15 18:02:25,elangkami2,,corona virus
"This generation should rise up now
So many things are happening on the face of the Earth and they have taken it lig… https://t.co/5cLEvEWcpK",2021-05-15 18:02:00,EvelynnBagenda1,"Kampala, Uganda",corona virus
RT @soundaryaarajni: Our Thalaivar gets his vaccine 👍🏻 Let us fight and win this war against Corona virus together #ThalaivarVaccinated #To…,2021-05-15 18:00:58,Rameshp95889427,"Nanjundapuram,Coimbatore",corona virus
"Lost my Dadi to covid before an Hour, Dada is critical too! Om Shanti! That void will never be filled.😔😔😔😭😭😭

Fuck… https://t.co/o2dRDMdtK0",2021-05-15 18:00:56,IamTejasP,Antarctica,corona virus
"Crucial Information about COVID-19|CORONA VIRUS|Symptoms,Prevention,Diet - https://t.co/FdubOcWJjB",2021-05-15 18:00:36,Azy2Ashy,Pakistan,corona virus
"Current Conditions for #Sayre PA
Temp: 73.0F
Wind Chill: 73.0F
Humidity: 31%
Dew Point: 40.4F 
Barometer: 30.290 in… https://t.co/oxmM4Ed5rM",2021-05-15 18:00:01,CountyBradford,"Sayre, PA",corona virus
"RT @coolfunnytshirt: Vaccination to Rajinikanth. Now, Chinese Corona Virus would require antibodies to fight Rajini sir.. https://t.co/Cz28…",2021-05-15 17:59:49,manishsingh431,"New Delhi, India",corona virus
RT @seharnotzehar: IM WASTING BEST YEARS OF MY LIFE AT HOME BECAUSE OF THIS SHITTY CORONA VIRUS,2021-05-15 17:59:09,OokayLilly,Paradise,corona virus
@Acyn But what’s pathetic about it. He never mention the crap Trump did. Like called The Corona Virus a hoax and bl… https://t.co/WZVFFHgnUK,2021-05-15 17:58:59,AlanNewsomw23,,corona virus
@priyapyadav18 Many govt people are joining Feku College of India ie FCI. That's why numbers of Fekus are multiplyi… https://t.co/jybX1kipEw,2021-05-15 17:58:58,surenderlamba94,India,corona virus
"RT @ajain_aca: I strongly feel Corona Virus is Chinese Virus. In fact, initially Chinese Doctors only leaked information and now they are n…",2021-05-15 17:58:43,VipinYa39080822,,corona virus
"Crucial Information about COVID-19|CORONA VIRUS|Symptoms,Prevention,Diet  https://t.co/FdubOcWJjB",2021-05-15 17:58:28,Azy2Ashy,Pakistan,corona virus
"RT @Tiwari2941: In the last 5 weeks, I lost 5  close relatives. due to this corona Virus 

Friends.
Life is unpredictable.please stay  safe…",2021-05-15 17:58:20,Mahekstar24_,,corona virus
@Aabhas24 First show medical journal articles not political outliers. And also educate on genome sequencing and how… https://t.co/SMupq62V0K,2021-05-15 17:57:51,budbukbum1,Under the sky on the earth,corona virus
RT @DrDavidAEvans: @jcm247 He might believe Corona virus was created in a lab in Wuhan.,2021-05-15 17:57:25,jcm247,West Sussex,corona virus
Nice burn @lpky! Too bad there's as much chance of Biden reading his own tweets as there being an ice cream stand i… https://t.co/QB529J85ae,2021-05-15 17:57:03,LibertasBella,,corona virus
Size of the @sambitswaraj brain is tinier than Corona virus https://t.co/nPCHrXdeDa,2021-05-15 17:56:57,incredible000,moral low ground ,corona virus
"RT @jakhar_gajender: I just want to ask one thing , did CBSE got a contract to kill all the students ??they are killing us in the both ways…",2021-05-15 17:55:40,AyushiM43616261,,corona virus
