Tweet Coordinates,text,date,id,user,Place Info,location,Geo Enabled,retweet,likes,lang,keyword
,"DHEC reports 413 total cases of COVID-19, four new virus-related deaths https://t.co/IEicyBES0D",5/10/2021 16:34,1.39179E+18,CabbageTV,,"Aiken, SC",TRUE,0,0,en,covid-19
,"@Asher_Wolf Awesome!
Talking to and educating (reassuring) nursing home staff about the safety of the Covid-19 vaccine.",5/10/2021 16:34,1.39179E+18,Charlie75798432,,NC,FALSE,0,0,en,covid-19
,"WHO classifies the COVID-19 variant spreading in India, B.1.617, as a variant of concern at the global level.",5/10/2021 16:34,1.39179E+18,VijayIsMyLife,,Omnipresent,TRUE,0,0,en,covid-19
,"RT @c40cities: A green and just recovery from COVID-19 is possible through collaboration on a global scale. Today, C40 mayors convened with…",5/10/2021 16:34,1.39179E+18,Hastings_C40,,"Johannesburg, South Africa",TRUE,4,0,en,covid-19
,"Today at 3pm: Join @HamiltonsMayor, Dr. Elizabeth Richardson, Medical Officer of Health, and Paul Johnson, the City… https://t.co/D5y3TnAbZx",5/10/2021 16:34,1.39179E+18,cityofhamilton,,"Hamilton, Ontario, Canada",FALSE,0,0,en,covid-19
,RT @Reuters: One AZ COVID-19 vaccine dose gives 80% lower death risk - English data https://t.co/oaZ8t9PoWa https://t.co/IwqX2aaUkU,5/10/2021 16:34,1.39179E+18,KRaju29878,,INDIA,FALSE,20,0,en,covid-19
,RT @CovidPlasmaIn: @AnandDadarya @TeamSaath @TeamSOSIndia @giovolunteer @ELister_social @iVikrantK @AbvpMahanagar @prakashbjp_ @covid19_pla…,5/10/2021 16:34,1.39179E+18,TVSPRAKASH,,Visakhapatnam,TRUE,1,0,en,covid-19
,RT @Vjay_srinivas: Students across the india are under immense mental pressure some of them have already lost their loved ones due to COVID…,5/10/2021 16:34,1.39179E+18,MonikaB13367111,,,FALSE,30,0,en,covid-19
,"@PhDfriendSana @AcademicChatter @PhdExhausted @hapyresearchers now it will be well documented, COVID 19 affected al… https://t.co/iKa4ptGA6D",5/10/2021 16:34,1.39179E+18,soul_stormer_,,Macau,TRUE,0,0,en,covid-19
,"RT @filmfare: Actor #JrNTR tests positive for COVID-19, asks his fans to not worry. We wish him a speedy recovery. https://t.co/M0mLuzRO1R",5/10/2021 16:34,1.39179E+18,PaNdU9998,,"Anantapur, India",FALSE,944,0,en,covid-19
,RT @Coronavirusgoo1: England has reported zero Covid-19 deaths today.,5/10/2021 16:34,1.39179E+18,saaulyp,,"Bristol, England",TRUE,1145,0,en,covid-19
,"RT @kuljeetschahal: CM @ArvindKejriwal's advertising cost.

2015-16: ₹81.23Cr
16-17: ₹67.25Cr
17-18: ₹117.76Cr
18-19: ₹45.54Cr
19-20: ₹199.…",5/10/2021 16:34,1.39179E+18,IndiaIsPride,,"New Delhi, India",FALSE,71,0,en,covid-19
,"RT @sputnikvaccine: Sputnik V helped San Marino to become the 1st state in Europe to defeat COVID-19:
- 0 new COVID infections since May 4…",5/10/2021 16:34,1.39179E+18,extrabalaji,,"Chidambaram, India",FALSE,303,0,en,covid-19
,RT @thewire_in: The students of the Indian Institute of Technology Mandi have alleged that the college has brought them to a “precarious” s…,5/10/2021 16:34,1.39179E+18,laly_randolf,,,TRUE,6,0,en,covid-19
,@nirajvasavada @bankniftydoctor @khmankad @im_drrishi @drharshvardhan @PMOIndia @dholakia_dr @drprashantmish6… https://t.co/jlBAPFoWqC,5/10/2021 16:34,1.39179E+18,ugaap,,Rajkot,FALSE,0,0,en,covid-19
,"RT @drsimonegold: This Mother's Day, we are encouraging all mothers and pregnant women to evaluate the safety profiles of the biological ex…",5/10/2021 16:34,1.39179E+18,ProLife_ForLife,,"Leicestershire, England",FALSE,919,0,en,covid-19
"{'type': 'Point', 'coordinates': [-73.56725453, 45.75975883]}",Fighting Stigma: Germany makes J&amp;J Covid-19 vaccine available to all adults: Health minister expects all over-60s t… https://t.co/Q9f2HkUn2b,5/10/2021 16:34,1.39179E+18,pairsonnalitesN,"Place(_api=<tweepy.api.API object at 0x7f4774aba890>, id='370e82cb8dff6189', url='https://api.twitter.com/1.1/geo/id/370e82cb8dff6189.json', place_type='city', name='Mascouche', full_name='Mascouche, Québec', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4774aba890>, type='Polygon', coordinates=[[[-73.700164, 45.716103], [-73.526116, 45.716103], [-73.526116, 45.821364], [-73.700164, 45.821364]]]), attributes={})",Ireland | Scotland | Inuit | Skandinavien,TRUE,0,0,en,covid-19
,"RT @nsgov: Nova Scotia is announcing 121 cases of COVID-19 today, May 10. There are a total of 1,655 active cases in the province.

For mor…",5/10/2021 16:34,1.39179E+18,matwhynott,,"Sackville, NS",FALSE,31,0,en,covid-19
,RT @washingtonpost: Hundreds of bodies of covid-19 victims are still in New York’s refrigerated trucks more than a year into the pandemic h…,5/10/2021 16:34,1.39179E+18,Movie_Guzzler,,India,FALSE,546,0,en,covid-19
,"RT @doctorsoumya: I have been misquoted. I said B1.617 is more transmissible, based on which it is a VOC. There is no data on its impact on…",5/10/2021 16:34,1.39179E+18,belsendavid,,kirathoor,FALSE,255,0,en,covid-19
,"RT @JKCPJ_Official: We would like to thank @ShaziaShafi5 @dar_owais @Schumyle @juneymb @zikrejaana
@OncologyCorner_ 
and other respected sp…",5/10/2021 16:34,1.39179E+18,NadirAliCPJ,,Srinagar,TRUE,1,0,en,covid-19
,RT @Chellaney: Americans who funded lab research at Wuhan to manipulate coronaviruses and make them more deadly were also the ones who took…,5/10/2021 16:34,1.39179E+18,dsingh_19,,India,TRUE,371,0,en,covid-19
,RT @globeandmail: Outdoor equipment inventory is draining at a dizzying pace as consumers stock up on camping gear ahead of another COVID-1…,5/10/2021 16:34,1.39179E+18,greatclam,,,FALSE,103,0,en,covid-19
,"RT @rti_we: Unfortunately, for certain negligence shown by administrative ministry @FinMinIndia @DFS_India many Bankers succumbed to COVID-…",5/10/2021 16:34,1.39179E+18,SK96237372,,,FALSE,21,0,en,covid-19
,"RT @seemay: In UP, India's Covid-19 Storm Gathers Deadly Force: “As death and infection rage undercounted and unmonitored in the second Cov…",5/10/2021 16:34,1.39179E+18,imran21ansari,,"भोपाल, भारत",TRUE,55,0,en,covid-19
,"RT @SecBlinken: We helped build the multilateral system to solve big, complex problems that no country could address alone. We intend to wo…",5/10/2021 16:34,1.39179E+18,USAsiaPacific,,"Washington, DC",TRUE,212,0,en,covid-19
,RT @BHAKTACHARANDAS: Bihar Buxar News: Bodies of suspected Covid-19 victims found floating in Ganges in Bihar | Patna News - Times of India…,5/10/2021 16:34,1.39179E+18,IYC_Samastipur,,"Samastipur, India",FALSE,10,0,en,covid-19
,"RT @starkstark94: Jap

1. Mahiaddin announced MCO
2. Factories and construction sites both contributed almost 60% of Covid-19 cases.
3. Fac…",5/10/2021 16:34,1.39179E+18,shfqftr,,,FALSE,343,0,en,covid-19
